,Unnamed: 0,Title,Genre,Network,Summary,Year,Rating,Metascore,Votes,Runtime,Actors
830,830,An Angel’s Choice,['romantic'],MBC,nan,,,,,,
831,831,Welcome Rain to My Life,"['comedy', 'romantic']",SBS,A story of conflict between a former superstar man’s family when he suddenly breaks down of cerebral hemorrhage and his past wife and girlfriend show up.,,,,,,
832,832,The Wedding Scheme,"['comedy', 'romantic']",tvN,"A drama about the wedding of the four daughters.A mother of four daughters and the president of a kimchi factory decides to embark on a grand marriage scheme for her children… by having them cohabitate with four eligible bachelors.These four daughters are Yoo Gun Hee (Kang Hye Jung), Yoo Sun Hee (Lee Young Eun), Yoo Min Jung (Kim Se Jung) ; Yoo Min Ji (Park Min Ji)",2012.0,6.6,,7.0,45 min,"Hwa-yeon Cha, Hye-jeong Kang, Se-Jung Kim, Won-jun Kim"
833,833,Love Rain,"['romantic', 'fantasy']",KBS2,"“Love Rain” depicts a 1970’s pure love and a love from the present day at the same time. It shows how the offsprings of a previous ill-fated couple, who met in the 1970s, managed to meet and fall in love.Seo In Ha (Jang Geun Suk) and Kim Yoon Hee (Yoona), a art student and a shy beauty, met and fell in love with each other during college in the 1970s but unfortunately their love was fated to never be.Now in the present 21st century, Seo In Ha’s son, Seo Joon (Jang Geun Suk) (a liberal photographer) meets and falls in with Kim Yoon Hee’s daughter, Kim Ha Na (Yoona), a cheerful and energetic girl who’s personality is different from her mother’s.Will their love for each other keep them together or will they have to face the same fate as their parents? (Source)",2012.0,7.8,,1066.0,,"Keun-Suk Jang, Yoona, Shi-hoo Kim, Jin-young Jung"
834,834,The True Colors,"['comedy', 'romantic']",KBS2,"Princess Mi Kang (Hong Soo Ah) is the first daughter of the royal family. She has a warm heart, intelligence and wisdom. The king and queen ask her to get married but she refuses. She leaves the palace without permission and getting into trouble after that.",,,,,,
835,835,The King 2hearts,"['comedy', 'romantic']",MBC,"This drama is set in modern day where South Korea is governed by a constitutional monarchy. Lee Jae Ha (Lee Seung Ki) is a handsome and materialistic crown prince that doesn’t care about politics. He falls in love with Kim Hyang Ah (Ha Ji Won), a North Korean special forces agent.",,,,,,
836,836,Rooftop Prince,"['time-travel', 'comedy', 'romantic', 'fantasy']",SBS, Credit to asianwiki),2012.0,7.9,,1654.0,,"Ji-min Han, Yu-mi Jeong, Tae-Ri Lee, Yoo-chun Park"
837,837,The Equator Man,['melodrama'],KBS2,"A typical mellow story about two men with boiling passion who fight against their destiny.Kim Sun Woo (Uhm Tae Woong) was sent to the orphanage after his father was killed. His childhood best friend Lee Jang Il (Lee Joon Hyuk) was born in a poor family but eventually works his way up and became a prosecutor. However, his thirst for success leads him to betray Sun Woo. Confronting his intense, Sun Woo turns himself into a successful businessman.This drama also known as the male version of Women of the Sun",,,,,,
838,838,Fashion King,['romantic'],SBS,"This drama tells the story about a young aspiring designer Kang Young Gul (Yoo Ah In) who have nothing and starts his fashion business as a vendor on Dongdaemun market. He has never had any goals or dreams for a bright future until he meets Lee Ga Young (Shin Se Kyung) who loses both parents in an accident at a young age, and she grows up into a smart, determined young woman with a natural talent for designing. And then they makes a big hit on fashion industry onto world class designers.Jung Jae Hyuk (Lee Je Hoon) is a second-generation chaebol to a large enterprise that covers construction, distribution, and fashion. Choi Anna (Kwon Yu Ri) who comes to work under a top internationally renowned designer.Main ",2014.0,5.3,,245.0,114 min,"Ki-hwan Oh, Joo Won, Jae-Hyun Ahn, Sulli Choi, Se-young Park"
839,839,The Strongest K-POP Survival,"['music', 'romantic']",Channel A,"This drama is about the story that surrounding the idol stars.Kang Woo Hyun (Park Yoo Hwan) is a leader of the group M2 captivates fans with his killing smile.Ji Seung Yeon (Go Eun Ah) dreams of turning into a legend of the hip-hop. she has to dress up like a man to join a men’s idol group.Kang Chang Min (Kevin) thinks that the world turns around it, and dreams of being a soloist of ballads.Ri Ah (Kim Eun Jung) is a great celebrity that represents the whole nation.",,,,,,
840,840,Hero,['comedy'],,"Hero is the story of Korea’s top reporters and ordinary citizens fighting against the society elite’s abuse of power. Jin Do Hyuk is a clever and talented reporter who ends up living a life of recklessness and despair when the woman he loved dies. He later decides to start a new life by helping other victims of society’s crimes, becoming a modern hero who battles against the non-ethical.",2018.0,5.6,,146.0,,"Joel Roberts, Ho-jin Chun, Hyo-Seob Eom, Bo-ah Jo"
841,841,Immortal Classic,['drama'],Channel A,A ‘Kimchi’ drama that is being attempted at for the first time in the country about a fight over the position for the greatest cook and the greatest cooking assistant.,2012.0,7.0,,13.0,75 min,"Jae-Suk Han, Du-shim Ko, Park Sun Young"
842,842,Dummy Mommy,"['family', 'comedy']",SBS,"“Dummy Mommy” is a story about a tale of love, conflict and reconciliation between three women of different generations.Kim Young Joo (Kim Hyun Joo), a genius with an IQ of 200 and the youngest editor of a leading fashion magazine, is constantly embarrassed by her dim-witted mother, who has an IQ of 56. Ashamed of her mother’s intellectual disability and suffocated by her affection, Young Joo runs away to get married and leaves her mother behind. Young Joo, in turn, gives birth to her own daughter and finds herself in a different position.",,,,,,
843,843,21st Century Family,"['family', 'comedy']",tvN,This drama tell the real story of Korean family who live in 21st century.,,,,,,
844,844,The Shining Hour in Life,['family'],KBS2,"A story about a girl who has to care for her sister, who is sick with leukemia.Main ",,,,,,
845,845,Can Love Become Money,['romantic'],MBN,"This drama is about a young CEO, Ma In Tak (Yun Jung Hoon) who considers MONEY is the most important thing in his life. He calculates everything in terms of MONEY and his success has also earned him the reputation of being a tyrant.The CEO finds himself entangled in a strange conspiracy due to his obsession with MONEY and after that he found something which is more important than MONEY.",2012.0,6.6,,18.0,,"Jeong-hun Yeon, Ji-won Uhm, Bit-na Wang, Yeon Woo Jo"
846,846,A Wife’s Credentials,['melodrama'],jTBC,nan,2012.0,,,,67 min,"Han-Na Lee, Julia Lim"
847,847,Ordinary Love,['romantic'],KBS2,"Han Jae Gwang (Yun Woo Jin) is a tour writer. He approaches Kim Yoon Hye (Yoo Da In), the daughter of a man who killed his older brother. However, they fall in love each other after that.",2014.0,6.5,,82.0,93 min,"Kwon Lee, Kyeong-sook Jo, Ye-won Kang, Hyun Jun Kim, Yeong-Seon Kim"
848,848,Yellow Boots,['melodrama'],tvN,This drama is about the revenge of a woman who lost everything because of fake accusation.Seo Yeon Hwa (Lee Yoo Ri) is a nice girl who her life is turned down by her stepsister because being framed as a murderer. Choi Kang Wook (Jung Chan) who grew up abroad and lived in loneliness because of hidden family problems. He fells pity for Seo Yeon Hwa and helps her. Ha Yun Jae (Hyun Woo Sung) is Seo Yeon Hwa’s first love but they become enemy because of some reason.,,,,,,
849,849,I Need a Fairy,['comedy'],KBS2,‘I Need a Fairy’ will be a comprehensive description of Korean women love and desire. This drama to be known as korean version of ‘Sex and the City‘Two beautiful angel falling from the heaven and become a mother and daughter. This sitcom show how they deal with their new life.,,,,,,
850,850,Unexpected You,['family'],KBS2,This drama tells the story of TV drama director Yoon Hee (Kim Nam Joo) and Surgeon Gwi Nam (Yoo Joon Sang) after they get married but meets her unbelievable mother-in-law (Yoon Yeo Jung).,2012.0,7.0,,24.0,,"Nam-ju Kim, Joon-Sang Yoo, Yong Jang, Kyung Jin"
851,851,Twelve Men in a Year,['romantic'],tvN,"This Drama is about Mi Roo, a 29 years old ordinary staff writer for the magazine.The drama telling the story how she fails to deliver a column of magazine, and then she decided to starts a dating column by dating with twelve men for each astrological sign in the calendar.",2012.0,7.3,,20.0,,"Geu-rin Bae, Su-rin Choi, Julien Kang, Da-hyun Kim"
852,852,Syndrome,"['thriller', 'medical']",jTBC,"Syndrome is a medical thriller drama set in the neurosurgery departments.A family of surgeons with complicated ties perch at the top of the hospital hierarchy, with son Cha Yeo Wook deciding to follow in his parents’ footsteps by becoming a neurosurgeon. Lee Hae Jo (Han Hye Jin) is a talented intern who joins the department despite having a less priviledged background than Cha Yeo Wook (Song Chang Ui), and the two develop a bickering friendship while the mysterious doctor Kang Eun Hyun (Park Gun Hyung) also shows an interest in Hae Jo.",20012005.0,4.7,,10.0,,"Christine M. Auten, Greg Ayres, Moon Ja Choi, Won Hyung Choi"
853,853,Little Girl Detective,['comedy'],KBS2,This drama special is about a passionate policeman Choi Tae Pyung (Kim Joo Young) and an ill-tempered genius girl Park Hae Sol (Nam Ji Hyun) who reveals the truth of her father’s death.,2012.0,,,,70 min,"Joo-Young Kim, Min-woo Lee, Ji-Hyun Nam"
854,854,God of War,['historical'],MBC,"This drama is a about a man who was born to the slave class during the Goryeo Dynasty, overruling the feudalist government that had been in power for over 60 years and becomes the most powerful man in the country.",,,,,,
855,855,Operation Proposal,"['time-travel', 'romantic', 'fantasy']",CSTV,"The drama has themes of time-travel and is basically about a character who gets to travel back in time to protect his first love.Kang Baek Ho (Yoo Seung Ho) and Ham Yi Seul (Park Eun Bin) have been best friends since they met first time at the age of 8. They attended the same elementary school, middle school and high school. After they graduated from college and went on to work in different fields, they have remained best friends.On February 14, 2012, Yi Seul gets married to Jin Won (Lee Hyun Jin), a high school baseball coach Baek Ho played for. During the wedding, Baek Ho is overcome with regret for never expressing his true feelings to Yi Seul, even though he has had 20 years.Yi Seul’s mother then asks Baek Ho to carry Yi Seul’s stuff to Jin Won’s car. While carrying the boxes, Baek Ho drops a box and discovers a letter. The envelope is addressed to Baek Ho from Yi Seul. Baek Ho slips the envelope into his jacket. After the wedding, Baek Ho walks over to a nearby playground. Baek Ho sits on a swing and begins to read the letter. The letter was written after they graduated from middle school. Yi Seul writes that she felt Baek Ho was a special person from the first time they met and she has liked him since. Baek Ho feels is overcome with his emotions and wails uncontrollably.A man (Kim Tae Hoon) walks over and hands him a handkerchief. The man introduces himself as a “time coordinator”. He states that he can control time and space. Baek Ho, at first, thinks the guy is nuts, but with just a hand gesture the man makes everyone on the playground freeze. Baek Ho asks the man what he wants from him and the man turns his questions around to ask, “more importantly, what do you want from me?” Baek Ho tells the man that he wants to go back in time to change his present situation.The next moment, Baek Ho finds himself in his room with the time conductor. The man gives him a small bottle of liquid and then he disappears. Baek Ho looks at some old pictures taken with Ye Seul and notices how sad she looks. He decides that he wants to make her happy. Baek Ho then drinks the liquid …",2012.0,6.8,,90.0,,"Seung-ho Yoo, Eun-bin Park, Kyung-pyo Go, Ye-Won Kim"
856,856,Korean Peninsula,"['war', 'action', 'romantic', 'political']",CSTV,A blockbuster political drama based on a reunified Korean Peninsula about the powers fighting over the country’s natural resources.,2012.0,6.5,,24.0,60 min,"Jung-min Hwang, Seong-mo Jeong, Jeong-eun Kim, Hee-Sung Kwak"
857,857,Feast of the Gods,"['comedy', 'romantic']",MBC,"A drama about Korean cuisine.Set within the backdrop of a traditional royal cuisine restaurant named Arirang, “Feast of the Gods” depicts how two women grow as chefs through competitions with each other.",2012.0,7.3,,26.0,,"In-hwa Jeon, Hye-seon Jeong, Bo-yeon Kim, Sang-uk Joo"
858,858,Dream High (Season 2),"['comedy', 'music', 'romantic', 'school']",KBS2,"“Dream High Season 2” will follows idol stars heading out to find their hopes and dreams. This Drama will deal with new students instead of the first batch student.Kirin High School of Art has been taken over by Oz Entertainment because of financial bankruptcy. Oz Entertainment then transfers over its own idol stars to Kirin High to avoid a law requiring under age entertainers to study for a set time. Competition then brews between troubled students at Kirin High School of Art and then newly transfered idols from Oz Entertainment.Shin Hye Sung (Kang So Ra) enters Kirin High School of Art with a high written exam score, but poor performance score. She then meets fellow students Jin Yoo Jin (Jin Woon) and JB, who makes her realize how fun music can be. Jin Yoo Jin acted when he was a child. Now, he is a troubled student dreaming of becoming a rock star. He attempts to cure his pain caused by his parent’s divorce through music.",2011.0,7.7,,1762.0,,"Jin-young Park, Suzy Bae, Iu, Jin-woon Jung"
859,859,Shut Up Flower Boy Band,"['drama', 'children', 'romantic']",tvN,"This is a story about a high school rock band and how they deal with friendship, love and their passion for music.",2012.0,8.0,,382.0,,"Jun Sung, Ui-chul Jung, Bo-ah Jo, Myung-Soo Kim"
860,860,Salamander Guru and the Gang,['comedy'],SBS,"Genius hacker with social phobia Min Hyuk, whose father is a computer genius, played with a computer like a toy from when he was little. He grew up learning hacking skills through his dad who was terminally ill and ran an illegal gambling place for his family’s future. After his dad passed away, Min Hyuk was adopted abroad. He immersed himself in playing with computer and got social phobia. When he turns 20, he returns to Korea and starts chasing the guy X who drove his dad to death. Following clues from his memories, he finds Salamander Guru’s fortune telling house and meets Sun Dal and Won Sam. To find Salamander Guru who knows the secrets of X, Min Hyuk has no choice but to help the fake gurus. With his brain and excellent hacking skills, Min Hyuk controls Sun Dal behind a mirror and finds codes his dad left by recalling his childhood memories one by one. Min Hyuk, who has been secretive with social phobia, gradually becomes more open while living with Sun Dal and Won Sam.",2012.0,6.8,,20.0,,"Minho Choi, Kim Gyu-Sun, Won-hee Im, Byung-joon Lee"
861,861,Dad Says I am Sorry,['family'],CSTV,"A 3 episode drama in celebration of establishing general service channel, Chosun TV.This drama special aired during the lunar new year.",,,,,,
862,862,I Remember You,"['family', 'romantic']",SBS,A drama that revolves around the love and friendship of three high school friends.,2015.0,7.8,,767.0,,"In-Guk Seo, Na-ra Jang, Bo-Gum Park, Won-young Choi"
863,863,Glowing She,"['comedy', 'romantic']",KBS-N,"This drama is about the events that happen in a broadcasting company.This drama also focus on the love triangle between the three main characters. Kang Min (Kim Hyung Jun), a top star in the Korean entertainment business who is a bit temperamental. No Yong Woo (Park Kwang Hyun), a well-known producer and Jun Ji Hyun (So Yi Hyun), a newly minted scriptwriter.",,,,,,
864,864,Wild Romance,"['comedy', 'romantic']",KBS2,This drama tells a love story between a baseball player and a female guard who is a former judo athlete.,2012.0,7.2,,201.0,,"Si-young Lee, Dong-Wook Lee, Kang Dong Ho, Tae-Hoon Jang"
865,865,The Moon That Embraces the Sun,"['historical', 'romantic', 'fantasy']",MBC,"“The Moon Embracing The Sun” tells a love story between King Lee Hwon and a female shaman named Wol. Wol was born from a noble family and became the crown princess, but she was entrapped and faced execution. Finally, she lived as a shaman.",2012.0,8.1,,1216.0,,"Mi-seon Jeon, Mi-kyeong Yang, Eung-soo Kim, Eun-pyo Jeong"
866,866,"Take Care of Us, Captain",['romantic'],SBS,"The drama began filming with location shoots in Australia and unfolds around the character growth, careers, and romances of those working at an airport.Kim Yoon Sung is the talented pilot of a passenger airline who gets saddled with a new co-pilot , Han Da Jin in her attempts to become a pilot.The pair gets caught in a love triangle with Kang Dong Soo who is an air traffic controller at Incheon International Airport with seven years of experience under his belt. He’s prickly and cool, but possesses a cute, playful side that sometimes crops up.",2012.0,6.9,,52.0,60 min,"Hye-Sun Ku, Jin-hee Ji, Seon Yu, Cheon-hee Lee"
867,867,Salaryman,"['comedy', 'melodrama']",SBS,"This drama is based of ‘The Romance of the Three Kingdoms‘ in set dark world of Salaryman workers.This drama depicts the trial and tribulations of the average salaryman, from humble beginnings to success. This drama portray the salaryman’s loneliness and isolation, struggles, sorrows, hopes and successes in a realistic light.One night Yoo Bang (Lee Bum Soo) enters a dark, mysterious villa with nothing but a flashlight, only to find an executive of the Chunha Medical Group, Ho Hae slouched in a chair, dead and Jin Ho Hae’s niece, Yeo Chi (Jung Ryu Won) hiding behind a curtain. At Ho Hae’s funeral, Yoo Bang and Yeo Chi are suddenly taken into custody for his murder. We’re taken three months into the past to reveal what led to this murder and exactly who was responsible. During this flashback we meet Choi Hang Woo (Jung Gyu Woon), a director from Ho Hae’s rival pharmaceutical company, who is undercover to steal the formula for their new drug and the Chief Researcher from Chunha Group, Cha Woo Hee (Hong Soo Hyun). The lives of these individuals will all be intertwined within these three months to reveal exactly just who murdered Ho Hae, and why. (Source)",2012.0,7.5,,57.0,,"Beom-su Lee, Ryeowon Jung, Gyu-Woon Jung, Soo-hyun Hong"
868,868,Amore Mio,"['comedy', 'mystery']",KBS2,"‘Amore Mio’ means ‘my love’ or ‘my beloved’ in Italian language.This is a mystery drama about Mi Rae, who is about to get married, tracking down her father Hae Chang’s past he’s been hiding when she learns about a small piece of clue.",,,,,,
869,869,"www.koreandrama.org/2011-sbs-drama-awards-winners-list/"" rel=""bookmark"" title=""Permanent Link to 2011 SBS Drama Awards (Winners List)""> 2011 SBS Drama Awards (Winners List)",['NaN'],,nan,,,,,,
870,870,"www.koreandrama.org/2011-kbs-drama-awards-winners-list/"" rel=""bookmark"" title=""Permanent Link to 2011 KBS Drama Awards (Winners List)""> 2011 KBS Drama Awards (Winners List)",['NaN'],,nan,,,,,,
871,871,"www.koreandrama.org/2011-mbc-drama-awards/"" rel=""bookmark"" title=""Permanent Link to 2011 MBC Drama Awards (Winners List)""> 2011 MBC Drama Awards (Winners List)",['NaN'],,nan,,,,,,
872,872,Bachelor’s Vegetable Store,"['comedy', 'romantic']",Channel A,nan,20112012.0,6.7,,27.0,,"Chang-Wook Ji, Ji-hye Wang, Lee Eun, Sin-hye Hwang"
873,873,Saving Madame Go Bong Shil,['family'],CSTV,"A 50’ish woman Go Bong Shil lives peacefully in a country village in Namhae. After Go Bong Shil’s husband passes away, her family faces bankruptcy. The family then moves to Seoul and settle down in Itaewon. This drama show how Go Bong Shil overcome this bad situation and then becomes a successful best selling writer.",,,,,,
874,874,I’m Alive,['horror'],MBC,nan,,,,,,
875,875,Fermentation Family,"['family', 'romantic']",jTBC,"Set within the famous Korean restaurant Chunjiin, known especially for their kimchi dish. Ki Ho Tae who grew up as an orphan, begins to work at the restaurant in search for his past. Lee Kang San is the owner of this restaurant dreams to be the best chef.",20112012.0,7.9,,38.0,,"Il-guk Song, Jin-hee Park, Jae-Sung Choi, Shin-il Kang"
876,876,Padam Padam… The Sound of His and Her Heartbeats,"['romantic', 'fantasy']",jTBC,nan,,,,,,
877,877,Color of Woman,"['comedy', 'romantic']",Channel A,"A drama that contrasts a woman who succeeds with knowledge and reason and a woman who weaponizes appearance and sensitivity.Byun So Ra comes from an ordinary background, but she works very hard. She is then betrayed by her boyfriend and her dreams of becoming a professor fails. Byun So-Ra then joins a cosmetics company and she also meets a rival with whom she clashes in this cosmetics company.Jae Hee will play the leading man, Yoon Joon Soo. His character is a good looking, smart, and talented chaebol, as he’s the head of this cosmetics company.",20112012.0,5.7,,20.0,65 min,"Jae Hee, Ji-ho Shim, Yoon So-Yi, Lee Soo-Kyung"
878,878,Vampire Idol,['comedy'],MBN,A naïve vampire prince struggles to become a global pop idol in this melodramatic youth sitcom.,20112012.0,6.5,,20.0,,"Lee Jung, Soo-hyuk Lee, Dong-yup Sin, Woo-Bin Kim"
879,879,I Live in Cheongdam Dong,['comedy'],jTBC,"The events that happen while running a boarding house and a comic book store in a run down 2-story building located in an about-to-be redeveloped luxury street in Cheongdam Dong.Ji Eun is thrilled to hear that her mother Hye Ja is moving to Cheongdam Dong neighborhood. Hye Ja ; Ji Eun lived in the suburbs for thier whole life. Ji-Eun dreams of living a luxurious life, but her reality is quite different. The house they move into is on the 2nd story of a building which looks like it will collapse. The first floor of the building is a comic book shop and the second floor is a lodging house. Their building is located between luxurious buildings in Cheongdam Dong neighborhood.",20112012.0,,,,60 min,"Oh Ji Eun, Kim Hye Ja, Sang-Yeob Lee, Hyun Woo"
880,880,When Women Powder Twice,['romantic'],jTBC,"A drama about a woman who was adopted and went through several obstacles in life.Soo Ji (Im Jung Eun), who was adopted by an American couple, meets swindler Joon Soo (Kang Sung Jin) and falls in love with him. Soo Ji gets pregnant, but Joon Soo runs back to Korea. Soo Ji decides to go to South Korea to find Joon Soo, but Soo Ji is abandoned by Joon Soo. By chance, Soo Ji happens to meet a wealthy young man named Young Woo (Ahn Jae Mo) and proceeds to pull off an elaborate hoax. In the process, Soo Ji falls in love with Young Woo’s younger brother Sun Woo (Danny Ahn).",2011.0,,,,35 min,"Jeong-eun Lim, Danny Ahn, Seong-jin Kang, Jae-mo Ahn"
881,881,"Come, Come, Absolutely Come",['comedy'],MBN,Sitcom depicts the lives of two women and a man who live together in the same house.,,,,,,
882,882,For the Sake of Son,"['historical', 'romantic', 'fantasy']",KBS2,Drama about a female spy from North Korea with a secret mission and a crime squad detective who falls in love with her without knowing who she is.,,,,,,
883,883,What’s Up?,"['music', 'romantic', 'school']",MBN,nan,20112012.0,7.4,,30.0,50 min,"Ju-hwan Lim, Ju-Eun Lim, Dae-Sung Kang, Hie-jin Jang"
884,884,Queen Insoo,"['historical', 'drama']",jTBC,"The life of Queen Insoo from her childhood to adulthood as she ruled Joseon alongside her mother-in-law, Queen Junghee. A drama that starts with the 5th generation King Moon Jong to the 10th generation King Yeon San.",20112012.0,7.4,,19.0,70 min,"Shi-ra Chae, Mi-suk Kim, Young Ho Kim, Sung-Hyun Baek"
885,885,Bolder By the Day,['comedy'],MBN,The wife of an army commander is promoted to colonel before her husband gets a promotion. Their daughter is commissioned as a second lieutenant. “Bolder By The Day” depicts a family who are all involved in the military.,,,,,,
886,886,Heaven’s Garden,['family'],Channel A,nan,20112012.0,7.8,,19.0,,"Seo-hyun Ahn, Ho-jeong Yu, Bool-am Choi, Ho-jin Kim"
887,887,Lights and Shadows,"['drama', 'comedy']",MBC,MBC’s special 50th-anniversary drama production “Light and Shadow” draws a man’s up and down life with modern history as its background starting from the 1960s during the Vietnam War. Ahn Jae Wook will play the role of Kang Ki Tae who is the first national entertainer for soldiers in war fields.,20112012.0,,,,70 min,"Jae-wook Ahn, Kil-kang Ahn, Ga-Yoon Heo, Kwang-ryul Jun"
888,888,Just Like Today,"['family', 'romantic']",MBC,"A family drama about a generation of young people who have their own concerns relating to employment and school fees, and three sets of couples who are hometown friends who wonder about the meaning of life.",,,,,,
889,889,Special Affairs Team TEN,"['action', 'crime']",OCN,"“Special Affairs Team TEN” is a criminal investigation unit that tackles the most violent crimes in South Korea. These crimes usually have less than a 10% rate for arrests. They chase the most notorious killers who attempt to commit the perfect crimes.Yeo Ji Hoon (Joo Sang Wook) is former top-notch detective, but now works as a professor. He then becomes the leader of Special Affairs Team TEN. Nam Ye Ri (Jo An) has been a detective for 4 years. She joins Special Affairs Team TEN because of her psychological reasoning powers. Baek Do Sik (Kim Sang Ho) is 24 year veteran detective. He possesses a keen sense of intuition, which he honed from his many years as a detective. Park Min Ho (Choi Woo Sik) is a new detective. He joins Special Affairs Team TEN after impressing Professor Yeo Ji Hoon with his reasoning powers.",2011.0,8.1,,77.0,,"Sang-uk Joo, Sang-ho Kim, An Jo, Woo-sik Choi"
890,890,My Daughter The Flower,"['family', 'romantic']",SBS,nan,,,,,,
891,891,Brain,['medical'],KBS2,"A drama that deals with the brain and neurosurgeons.Lee Kang Hoon (Shin Ha Kyun), who graduated from the top medical school, works at the top hospital, and is the top neurosurgeon around. Basically, he’s Brain No. 1. (And he works on brains, too!) He has ambitions to become the director at his university hospital. He is obsessed with success, which is probably both his greatest flaw and strength, since it makes him steely and fierce.However, once he meets his sunbae Kim Sang Chul (Jung Jin Young), the prickly genius doctor and world famous neurologist, he turns over a new leaf and becomes a sincere doctor. Seo Joon Suk (Jo Dong Hyuk) is a doctor and will become Lee Kang Hoon’s rival. Yoon Ji Hye (Choi Jung Won) is also a neurosurgeon who grew up in an ordinary family. She is extremely strict in matters of work and study, but has a warm bedside manner with her patients.",20112012.0,8.1,,47.0,,"Ha-kyun Shin, Jeong-won Choi, Jin-young Jung, Dong-Hyuk Cho"
892,892,"Me Too, Flower!","['comedy', 'romantic']",MBC,A complex love story involving three women and one man.,2011.0,6.9,,105.0,,"Shi-Yoon Yoon, Lee Ji-ah, Ga-Yoon Heo, Go Eun Han"
893,893,Just You,"['family', 'romantic']",,"A drama that draws the love of Ki Woon Chan, a high school-graduate struggling to find a job and Na Moo Goong Hwa, the only daughter of an amazingly rich family and the conflicts and reconciliation of their families.",2015.0,7.2,,9.0,,"Jung Bo-Suk, Lee Byung-Joon, Park Hae-Mi, Kim Hye-Ok"
894,894,TV Novel – Bok Hee,['romantic'],KBS2,nan,,,,,,
895,895,The Servant,"['drama', 'romantic']",CGV,"A bold, cheeky and triangle love story surrounding Bang Ja, Chun Hyang and Mong Ryong.",2010.0,6.5,,577.0,124 min,"Dae-woo Kim, Ju-hyuk Kim, Seung-bum Ryoo, Yeo-jeong Jo, Hyeon-kyeong Ryu"
896,896,Flower Boy Ramyun Shop,"['comedy', 'romantic']",tvN,"This romantic comedy deals with “pretty boys,” who with good looks and individuality, operate a ramen shop with lively college girls and experience the happenings of daily life.Yang Eun Bi is a University student preparing for her civil service exam with the dream of being a high school teacher. She accidentally encounters Cha Chi Soo, an arrogant son of the biggest food conglomerate in Korea. Cha Chi Soo looks cool, confident and fascinates women with his bright smile and pure love. Both of them ends up working at a ramen shop runned by the lazy Choi Kang Hyuk.",2011.0,7.0,,587.0,45 min,"Il-Woo Jung, Chung-Ah Lee, Ki-woo Lee, Ye-Won Kim"
897,897,If Tomorrow Comes,"['family', 'romantic']",SBS,"“If Tomorrow Comes” is about the love and conflict between a mother and daughter. Seo Woo takes on the role of kind-hearted college girl Yoon Eun chae, who thinks respecting your parents brings you happiness. The mother role will be played by Go Doo Sim.",,,,,,
898,898,Bride of the Sun,"['family', 'romantic']",SBS,A drama based on the the story of former Dong Ah Constructions chairman and former KBS announcer Jang Eun-young. A woman gets married to a man who is old enough to be her grandfather when her lover leaves and her family struggle to make a living.,,,,,,
899,899,A Thousand Days’ Promise,"['melodrama', 'romantic']",SBS,nan,2011.0,8.1,,66.0,,"Soo Ae, Rae-won Kim, Yu-mi Jeong, Hae-sook Kim"
900,900,Late Night Hospital,"['mystery', 'medical']",,"An omnibus drama created by 5 Directors who taking charge of directing 2 episodes each. This drama deals with incidents taking place at a late-night hospital, featuring a surgeon who is trying to catch his wife’s killer.Heo Joon (Yoon Tae Young) is a doctor. His wife was killed by an unidentified man right in front of him. Since the murder, he quit his job at a university hospital and searches out for his wife’s killer. He opens a secret late night clinic to capture the killer. Hong Na Kyung (Ryu Hyun Kyung) is a surgeon at Heo Joon’s clinic.",2011.0,,,,,"Seul-Ki Bae, Won-kil Baek, Jong-ho Cha, Jung-woo Choi"
901,901,Glory Jane,['romantic'],KBS2,"Kim Young Kwang (Chun Jung Myung) is a baseball player on a minor league team, former 4th hitter of the major league team, is an innocently confident man who never stops trying his best to re-live past glories. Yoon Jae In (Park Min Young) works as a nurse’s aide is a struggling young, cheery, bright girl who always maintains a positive attitude despite her poor background and dreams of becoming a nurse. She meets Kim Young Kwang at the hospital when he sustains injures, as they struggling to overcome their fates, they find love. Seo In Woo (Lee Jang Woo) is the future heir of a sports clothing company and also the clean-up hitter for the a professional baseball team that his father owns. A love triangle ensues between these three characters.",2011.0,7.1,,31.0,,"Jeong-myeong Cheon, Min-Young Park, Lee Jang-woo, Nae-sang Ahn"
902,902,Dangerous Woman,"['family', 'romantic']",MBC,A drama about a daughter of an entrepeneur fighting against a plot to take over her father’s business.,,,,,,
903,903,Deep Rooted Tree,['historical'],,"Based on Lee Jeong-myeong’s novel “Deep-rooted Tree”. Work that highlights the serial killings during the 7 days before the announcement of the Korean script.A series of murder occurred during the reign of King Sejong. As Kang Chae Yoon who is investigating these cases gets closer to the root of the truth, he finds himself embroiled in a massive conspiracy behind the serial killings which involves a group of genius who are willing to risked their lives towards their cause/goals and secret powers who will interfere with the course of his investigations.",2011.0,8.3,,272.0,,"Seok-Hwan An, Jin-Woong Cho, Hie-bong Jo, Gi-Bang Kim"
904,904,The Empress,['drama'],,"This drama show a woman who rises to high authority takes revenge on the people who stepped on her life and caused her to step into prostitution.Seo In Hwa (Jang Shin Young) is a college student studying painting at a prestigious university. She wants to live her life differently from her mother who ran a hostess bar, but she is trampled over by power and money. Because of this, Seo In Hwa becomes a hostess in a drinking establishment. She overcomes hardships to become the best in her field. She then seeks revenge on the men in power who destroyed her life and let her mother die.",2013.0,8.6,,954.0,,"Hye-Rin Han, Ji-won Ha, Jin-mo Ju, Chang-Wook Ji"
