,Unnamed: 0,Title,Genre,Summary,Year,Rating,Metascore,Votes,Runtime,Actors
168,168,The Killing,"['crime', 'drama', 'mystery']","A police investigation, the saga of a grieving family, and a Seattle mayoral campaign all interlock after the body of 17-year-old Rosie Larsen is found in the trunk of a submerged car.",20112014,8.3,,88671.0,45 min,"Mireille Enos, Joel Kinnaman, Billy Campbell, Liam James"
169,169,The Avengers: Earth's Mightiest Heroes,"['animation', 'action', 'family']","After 74 villains break out of prison, Marvel's most powerful superheroes team up to capture all of them, and also to defend the Earth from widespread threats.",20102012,8.3,,11813.0,30 min,"Eric Loomis, Colleen O'Shaughnessey, Brian Bloom, Rick D. Wasserman"
170,170,The Ricky Gervais Show,"['animation', 'comedy', 'talk-show']",Ricky Gervais and Stephen Merchant talk to Karl Pilkington about important things in life whilst Karl provides anything but intelligent answers. Comedy at its finest with wonderful animation.,20102012,8.3,,14483.0,30 min,"Ricky Gervais, Stephen Merchant, Karl Pilkington"
171,171,The Walking Dead,"['drama', 'horror', 'thriller']","Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins, and must lead a group of survivors to stay alive.",2010,8.3,,779768.0,44 min,"Andrew Lincoln, Norman Reedus, Melissa McBride, Lauren Cohan"
172,172,The League,"['comedy', 'sport']",An ensemble comedy that follows a group of old friends in a fantasy football league who care deeply about one another -- so deeply that they use every opportunity to make each other's lives miserable.,2019,6.5,,2277.0,77 min,"Sam Liu, Elyes Gabel, Diane Guerrero, Kevin Conroy, Susan Eisenberg"
173,173,The Good Wife,"['crime', 'drama', 'mystery']","Alicia has been a good wife to her husband, a former state's attorney. After a very humiliating sex and corruption scandal, he is behind bars. She must now provide for her family and returns to work as a litigator in a law firm.",20092016,8.3,,62260.0,43 min,"Julianna Margulies, Chris Noth, Josh Charles, Matt Czuchry"
174,174,White Collar,"['comedy', 'crime', 'drama']","A white collar criminal agrees to help the FBI catch other white collar criminals using his expertise as an art and securities thief, counterfeiter, and conman.",20092014,8.3,,109582.0,40 min,"Matt Bomer, Tim DeKay, Willie Garson, Tiffani Thiessen"
175,175,Party Down,['comedy'],"A group of actors move to Los Angeles to make it big, but end up working as caterers.",20092010,8.3,,25669.0,30 min,"Adam Scott, Ken Marino, Ryan Hansen, Martin Starr"
176,176,Californication,"['comedy', 'drama']","A writer tries to juggle his career, his relationship with his daughter and his ex-girlfriend, as well as his appetite for beautiful women.",20072014,8.3,,162843.0,28 min,"David Duchovny, Natascha McElhone, Evan Handler, Pamela Adlon"
177,177,Life,"['crime', 'drama', 'mystery']",A former police officer returns to the force after having been wrongly imprisoned for years.,2017,6.6,,180361.0,104 min,"Daniel Espinosa, Jake Gyllenhaal, Rebecca Ferguson, Ryan Reynolds, Hiroyuki Sanada"
178,178,Eastbound & Down,"['comedy', 'drama', 'sport']","Many years after he turned his back on his hometown, a burned-out major league ballplayer returns to teach Physical Education at his old middle school.",20092013,8.3,,47072.0,28 min,"Danny McBride, Steve Little, Katy Mixon, Elizabeth De Razzo"
179,179,Metalocalypse,"['animation', 'comedy', 'music']","The epic and over-the-top adventures of Dethklok, the world's most successful death metal band.",20062013,8.3,,14364.0,11 min,"Brendon Small, Tommy Blacha, Mark Hamill, Victor Brandt"
180,180,In Treatment,['drama'],"A psychotherapist questions his abilities and gets help by reuniting with his old therapist, whom he has not seen for ten years.",20082010,8.3,,14332.0,25 min,"Gabriel Byrne, Dianne Wiest, Michelle Forbes, Blair Underwood"
181,181,Studio 60 on the Sunset Strip,"['comedy', 'drama']",A behind-the-scenes look at a fictional sketch-comedy television show.,20062007,8.3,,22089.0,44 min,"Matthew Perry, Amanda Peet, Bradley Whitford, Steven Weber"
182,182,How I Met Your Mother,"['comedy', 'romance']","A father recounts to his children, through a series of flashbacks, the journey he and his four best friends took leading up to him meeting their mother.",20052014,8.3,,534995.0,22 min,"Josh Radnor, Jason Segel, Cobie Smulders, Neil Patrick Harris"
183,183,Extras,"['comedy', 'drama']","Andy Millman is an actor with ambition and a script. Reduced to working as an extra with a useless agent, Andy's attempts to boost his career invariably end in failure and embarrassment.",1982,7.9,91.0,334452.0,115 min,"Steven Spielberg, Henry Thomas, Drew Barrymore, Peter Coyote, Dee Wallace"
184,184,MythBusters,"['documentary', 'mystery', 'reality-tv']",A weekly documentary in which two Hollywood special effects experts attempt to debunk urban legends by directly testing them.,2003,8.3,,48615.0,44 min,"Robert Lee, Jamie Hyneman, Adam Savage, Kari Byron"
185,185,Queer as Folk,"['drama', 'romance']","The lives and loves of a group of gay friends living in Pittsburgh, Pennsylvania.",2007,7.4,,30.0,88 min,"Tim King, Ant, Michelle Clunie, Ron Cowen, Robert Gant"
186,186,Invader ZIM,"['animation', 'action', 'adventure']","An alien named Zim from the planet Irk is sent on a secret mission to conquer Earth, not realising that his leaders were just trying to get rid of him and hoped that he would die. Once there, Zim manages to disguise himself as a human child, but one boy named Dib sees through his disguise.",20012004,8.3,,17628.0,24 min,"Andy Berman, Richard Steven Horvitz, Rikki Simons, Melissa Fahn"
187,187,Courage the Cowardly Dog,"['animation', 'adventure', 'comedy']","The offbeat adventures of Courage, a cowardly dog who must overcome his own fears to heroically defend his unknowing farmer owners from all kinds of dangers, paranormal events and menaces that appear around their land.",19992002,8.3,,32645.0,11 min,"Marty Grabstein, Thea White, Peter Fernandez, Simon Prebble"
188,188,Farscape,"['adventure', 'drama', 'sci-fi']","Thrown into a distant part of the universe, an Earth astronaut finds himself part of a fugitive alien starship crew.",2004,8.2,,13849.0,182 min,"Raelee Hill, Melissa Jaffer, Paul Goddard, Tammy Macintosh"
189,189,The Adventures of Tintin,"['animation', 'action', 'adventure']","The adventures of the young reporter, his faithful dog and friends as they travel around the world on adventures.",2011,7.3,68.0,201395.0,107 min,"Steven Spielberg, Jamie Bell, Andy Serkis, Daniel Craig, Simon Pegg"
190,190,Spider-Man: The Animated Series,"['animation', 'action', 'adventure']",A young man with spider-like abilities fights crime as a superhero in New York City while trying to have a normal personal life.,19941998,8.3,,22732.0,23 min,"Christopher Daniel Barnes, Sara Ballantine, Edward Asner, Roscoe Lee Browne"
191,191,Babylon 5,"['action', 'adventure', 'drama']","In the mid 23rd Century, the Earth Alliance space station Babylon 5, located in neutral territory, is a major focal point for political intrigue, racial tensions and various wars over the course of five years.",19941998,8.3,,25815.0,45 min,"Mira Furlan, Richard Biggs, Stephen Furst, Andreas Katsulas"
192,192,Northern Exposure,"['comedy', 'drama', 'fantasy']",A newly graduated doctor is required to set up his practice in an eccentric Alaskan town.,19901995,8.3,,13760.0,60 min,"Rob Morrow, Janine Turner, Barry Corbin, John Cullum"
193,193,The Wonder Years,"['comedy', 'drama', 'family']",Kevin Arnold recalls growing up during the late 60s and early 70s; the turbulent social times make the transition from child to adult unusually interesting.,19881993,8.3,,31664.0,22 min,"Fred Savage, Dan Lauria, Daniel Stern, Alley Mills"
194,194,All in the Family,"['comedy', 'drama']",A working class man constantly squabbles with his family over the important issues of the day.,19711979,8.3,,12512.0,30 min,"Carroll O'Connor, Jean Stapleton, Rob Reiner, Sally Struthers"
195,195,Star Trek,"['action', 'adventure', 'sci-fi']","In the 23rd Century, Captain James T. Kirk and the crew of the USS Enterprise explore the galaxy and defend the United Federation of Planets.",2017,7.4,,67099.0,60 min,"Sonequa Martin-Green, Doug Jones, Anthony Rapp, Mary Wiseman"
196,196,The Andy Griffith Show,"['comedy', 'family']","Widower Sheriff Andy Taylor, and his son Opie, live with Andy's Aunt Bee in Mayberry, North Carolina. With virtually no crimes to solve, most of Andy's time is spent philosophizing and calming down his cousin Deputy Barney Fife.",19601968,8.3,,10554.0,30 min,"Andy Griffith, Ron Howard, Don Knotts, Frances Bavier"
197,197,I Love Lucy,"['comedy', 'family']",A daffy woman constantly strives to become a star along with her bandleader husband and gets herself in the strangest situations.,19511957,8.3,,20520.0,30 min,"Lucille Ball, Desi Arnaz, Vivian Vance, William Frawley"
198,198,The Kominsky Method,['comedy'],"An aging actor, who long ago enjoyed a brush with fame, makes his living as an acting coach.",2018,8.2,,11130.0,30 min,"Michael Douglas, Alan Arkin, Sarah Baker, Graham Rogers"
199,199,American Vandal,"['comedy', 'crime', 'drama']",A true-crime satire that explores the aftermath of a costly high school prank that left twenty-seven faculty cars vandalized with phallic images.,20172018,8.2,,22133.0,34 min,"Tyler Alvarez, Griffin Gluck, Jimmy Tatro, Travis Tope"
200,200,Travelers,"['drama', 'mystery', 'sci-fi']","Hundreds of years from now, surviving humans discover how to send consciousness back through time, into people of the 21st century, while attempting to change the path of humanity.",2005,6.5,66.0,50581.0,119 min,"Ken Kwapis, Amber Tamblyn, Alexis Bledel, America Ferrera, Blake Lively"
201,201,Manhunt: Unabomber,"['crime', 'drama']","An in-depth look at how an FBI profiler helped track down the terrorist Ted Kaczynski, the Unabomber.",2017,8.2,,34738.0,60 min,"Jalen Major, Sam Worthington, Jeremy Bobb, Ben Weber"
202,202,Animal Kingdom,"['crime', 'drama']","Centers on a Southern California family, whose excessive lifestyle is fueled by their criminal activities.",2016,8.2,,16295.0,60 min,"Ellen Barkin, Shawn Hatosy, Ben Robson, Jake Weary"
203,203,Jack Ryan,"['action', 'drama', 'thriller']","An up-and-coming CIA analyst, Jack Ryan, is thrust into a dangerous field assignment as he uncovers a pattern in terrorist communication that launches him into the center of a dangerous gambit.",2018,8.2,,46110.0,60 min,"John Krasinski, Wendell Pierce, John Hoogenakker, Abbie Cornish"
204,204,Sneaky Pete,"['crime', 'drama']","A con man on the run from a vicious gangster takes cover by assuming the identity of his prison cellmate, Pete, reuniting with his estranged family, that threatens to drag him into a world just as dangerous as the one he's escaping.",2015,8.2,,21699.0,60 min,"Giovanni Ribisi, Marin Ireland, Shane McRae, Libe Barer"
205,205,The Good Place,"['comedy', 'drama', 'fantasy']",Four people and their otherworldly frienemy struggle in the afterlife to define what it means to be good.,2016,8.2,,58390.0,22 min,"Kristen Bell, William Jackson Harper, Jameela Jamil, D'Arcy Carden"
206,206,Goliath,['drama'],"A disgraced lawyer, now an ambulance chaser, gets a case that could bring him redemption or at least revenge on the firm which expelled him.",2016,8.2,,24540.0,60 min,"Billy Bob Thornton, Tania Raymonde, Nina Arianda, Diana Hopper"
207,207,Lucifer,"['crime', 'drama', 'fantasy']",Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels.,2015,8.2,,136974.0,42 min,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside"
208,208,The Missing,"['crime', 'drama', 'mystery']","When Tony and Emily Hughes travel to France with their 5-year-old son Oliver, their family holiday turns into a nightmare when Oliver disappears from a large celebrating crowd in Northern France.",1938,6.9,,1817.0,80 min,"Leigh Jason, Barbara Stanwyck, Henry Fonda, Sam Levene, Frances Mercer"
209,209,Schitt's Creek,['comedy'],"When rich video-store magnate Johnny Rose and his family suddenly find themselves broke, they are forced to leave their pampered lives to regroup in Schitt's Creek.",,,,,,
210,210,Mozart in the Jungle,"['comedy', 'drama', 'music']","Love, money, ambition and music intertwine in Mozart in the Jungle, a half hour comedic drama that looks at finding yourself and finding love while conquering New York City. A brash new maestro Rodrigo stirs up the New York Symphony as young oboist Hailey hopes for her big chance.",20142018,8.2,,20271.0,29 min,"Gael García Bernal, Lola Kirke, Saffron Burrows, Hannah Dunne"
211,211,Power,"['crime', 'drama']","James ""Ghost"" St. Patrick, a wealthy New York night club owner who has it all, catering to the city's elite and dreaming big, lives a double life as a drug kingpin.",2014,8.2,,29909.0,50 min,"Omari Hardwick, Naturi Naughton, Joseph Sikora, Shane Johnson"
212,212,How to Get Away with Murder,"['crime', 'drama', 'mystery']",A group of ambitious law students and their brilliant criminal defense professor become involved in a twisted murder plot that promises to change the course of their lives.,2014,8.2,,102717.0,43 min,"Viola Davis, Billy Brown, Jack Falahee, Aja Naomi King"
213,213,Penny Dreadful,"['drama', 'fantasy', 'horror']","Explorer Sir Malcolm Murray, American gunslinger Ethan Chandler, scientist Victor Frankenstein, and medium Vanessa Ives unite to combat supernatural threats in Victorian London.",2006,5.1,,5924.0,92 min,"Richard Brandes, Rachel Miner, Mimi Rogers, Chad Todhunter, Mickey Jones"
214,214,Looking,"['comedy', 'drama', 'romance']",The experiences of three close friends living and loving in modern-day San Francisco.,20172018,7.7,,3946.0,3 min,"Ricky Martin, Penélope Cruz, Edgar Ramírez, Darren Criss"
215,215,Altered Carbon,"['action', 'drama', 'sci-fi']","Set in a future where consciousness is digitized and stored, a prisoner returns to life in a new body and must solve a mind-bending murder to win his freedom.",2018,8.2,,99891.0,60 min,"Chris Conner, Renée Elise Goldsberry, Joel Kinnaman, James Purefoy"
216,216,Bates Motel,"['drama', 'horror', 'mystery']","A contemporary prequel to Psycho, giving a portrayal of how Norman Bates' psyche unravels through his teenage years, and how deeply intricate his relationship with his mother, Norma, truly is.",20132017,8.2,,85610.0,45 min,"Vera Farmiga, Freddie Highmore, Max Thieriot, Nicola Peltz"
217,217,The Amazing World of Gumball,"['animation', 'adventure', 'comedy']",The life of a twelve-year-old boy who happens to be a blue cat as he lives with his family and other strange creatures.,2012,7.2,,9.0,,"Kwesi Boakye, Teresa Gallagher, Logan Grove, Kyla Rae Kowalewski"
218,218,Veep,['comedy'],Former Senator Selina Meyer finds that being Vice President of the United States is nothing like she hoped and everything that everyone ever warned her about.,2012,8.2,,35498.0,28 min,"Julia Louis-Dreyfus, Tony Hale, Anna Chlumsky, Reid Scott"
219,219,Columbo,"['crime', 'drama', 'mystery']",Los Angeles homicide detective Lieutenant Columbo uses his humble ways and ingenuous demeanor to winkle out even the most well-concealed of crimes.,19712003,8.2,,23573.0,100 min,"Peter Falk, Mike Lally, John Finnegan, Bruce Kirby"
220,220,Parenthood,"['comedy', 'drama']",The lives and tragedies of the Braverman family tree.,20102015,8.2,,27957.0,60 min,"Peter Krause, Lauren Graham, Dax Shepard, Monica Potter"
221,221,The Night Manager,"['crime', 'drama', 'mystery']",The night manager of a Cairo hotel is recruited to infiltrate an arms dealer's inner circle.,,,,,,
222,222,The Umbrella Academy,"['action', 'adventure', 'comedy']","A disbanded group of superheroes reunites after their adoptive father, who trained them to save the world, dies.",2019,8.2,,60689.0,60 min,"Ellen Page, Tom Hopper, David Castañeda, Emmy Raver-Lampman"
223,223,Treme,"['drama', 'music']","Life after Hurricane Katrina as the residents of New Orleans try to rebuild their lives, their homes, and their unique culture in the aftermath of one of the worst natural disasters in the USA.",20102013,8.2,,12433.0,59 min,"Khandi Alexander, Rob Brown, Kim Dickens, Melissa Leo"
224,224,Better Off Ted,"['comedy', 'sci-fi']","In a science-based company, a manager tries to keep control of his scientists while being pressured by his shrewd boss.",20092010,8.2,,23438.0,30 min,"Jay Harrington, Portia de Rossi, Andrea Anders, Jonathan Slavin"
225,225,Castle,"['comedy', 'crime', 'drama']","After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.",2015,8.1,,65708.0,60 min,"Alexa Davalos, Luke Kleintank, Rufus Sewell, Rupert Evans"
226,226,Chuck,"['action', 'comedy', 'drama']","When a twenty-something computer geek inadvertently downloads critical government secrets into his brain, the C.I.A. and the N.S.A. assign two agents to protect him and exploit such knowledge, turning his life upside down.",20072012,8.2,,120088.0,43 min,"Zachary Levi, Yvonne Strahovski, Joshua Gomez, Vik Sahay"
227,227,The Big Bang Theory,"['comedy', 'romance']",A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.,2007,8.2,,639383.0,22 min,"Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg"
228,228,The Black Donnellys,"['crime', 'drama']",Four young Irish brothers are caught up in New York's underworld of organized crime.,2007,8.2,,13295.0,60 min,"Jonathan Tucker, Tom Guiry, Olivia Wilde, Billy Lush"
229,229,30 Rock,['comedy'],"Liz Lemon, head writer of the sketch comedy show ""TGS with Tracy Jordan"", must deal with an arrogant new boss and a crazy new star, all while trying to run a successful television show without losing her mind.",20062013,8.2,,103327.0,22 min,"Tina Fey, Alec Baldwin, Tracy Morgan, Jack McBrayer"
230,230,Wonderfalls,"['comedy', 'drama', 'fantasy']","Jaye Tyler is a loner living in Niagara Falls who, after graduating college, has fallen into a care-free comfortable rut living in a trailer park and working as a retail clerk in the Falls ...                See full summary »",,,,,,
231,231,Penn & Teller: Bullshit!,"['comedy', 'documentary']",The comedy illusionist duo explore various topics and debunk what they consider misconceptions about them.,20122013,5.7,,3706.0,22 min,"Josh Gad, Jenna Elfman, Martha MacIsaac, André Holland"
232,232,Gilmore Girls,"['comedy', 'drama']","A dramedy centering around the relationship between a thirtysomething single mother and her teen daughter living in Stars Hollow, Connecticut.",20002007,8.2,,86058.0,44 min,"Lauren Graham, Alexis Bledel, Keiko Agena, Scott Patterson"
233,233,Family Guy,"['animation', 'comedy']","In a wacky Rhode Island town, a dysfunctional family strive to cope with everyday life as they are thrown from one crazy scenario to another.",1999,8.2,,281477.0,22 min,"Seth MacFarlane, Alex Borstein, Seth Green, Mila Kunis"
234,234,Buffy the Vampire Slayer,"['action', 'drama', 'fantasy']","A young woman, destined to slay vampires, demons and other infernal creatures, deals with her life fighting evil, with the help of her friends.",19972003,8.2,,117394.0,44 min,"Sarah Michelle Gellar, Nicholas Brendon, Alyson Hannigan, Anthony Head"
235,235,Late Night with Conan O'Brien,"['comedy', 'music', 'talk-show']","onan O'Brien, a Harvard Lampoon alumnus, hosts this late-night comedy/talk-show, which is often silly and whimsical.",19932009,8.2,,15989.0,60 min,"Conan O'Brien, Andy Richter, Joel Godard, Max Weinberg"
236,236,Sesame Street,"['animation', 'comedy', 'family']","On a special inner city street, the inhabitants, human and muppet, teach preschool subjects with comedy, cartoons, games, and songs.",1969,8.2,,10574.0,55 min,"Jim Henson, Frank Oz, Caroll Spinney, Jerry Nelson"
237,237,Big Mouth,"['animation', 'comedy', 'romance']",Teenage friends find their lives upended by the wonders and horrors of puberty.,2017,8.1,,34901.0,30 min,"Nick Kroll, John Mulaney, Jessi Klein, Jenny Slate"
238,238,Castlevania,"['animation', 'action', 'adventure']",A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.,2017,8.1,,23125.0,23 min,"Richard Armitage, James Callis, Graham McTavish, Alejandra Reynoso"
239,239,GLOW,"['comedy', 'drama', 'sport']",A look at the personal and professional lives of a group of women who perform for a wrestling organization in Los Angeles during the 1980s.,2017,8.1,,29828.0,35 min,"Alison Brie, Marc Maron, Betty Gilpin, Sydelle Noel"
240,240,The Exorcist,"['drama', 'horror', 'thriller']",Follows three priests dealing with cases of a demonic presence targeting a family and a foster home.,1973,8.0,82.0,329953.0,122 min,"William Friedkin, Ellen Burstyn, Max von Sydow, Linda Blair, Lee J. Cobb"
241,241,Barry,"['comedy', 'crime', 'drama']",A hit man from the Midwest moves to Los Angeles and gets caught up in the city's theatre arts scene.,2018,8.1,,17179.0,30 min,"Bill Hader, Stephen Root, Sarah Goldberg, Anthony Carrigan"
242,242,The Deuce,['drama'],A look at life in New York City during the 1970s and '80s when porn and prostitution were rampant in Manhattan.,2017,8.1,,17600.0,60 min,"James Franco, Maggie Gyllenhaal, Gbenga Akinnagbe, Gary Carr"
243,243,Counterpart,"['drama', 'sci-fi', 'thriller']","A hapless UN employee discovers the agency he works for is hiding a gateway to a parallel dimension that's in Cold War with our own, and where his other self is a top spy. The war slowly heats up thanks to spies from both sides.",2017,8.1,,16026.0,60 min,"J.K. Simmons, Olivia Williams, Harry Lloyd, Nazanin Boniadi"
244,244,Into the Badlands,"['action', 'adventure', 'drama']",A mighty warrior and a young boy search for enlightenment in a ruthless territory controlled by feudal barons.,20152019,8.1,,34200.0,42 min,"Daniel Wu, Orla Brady, Emily Beecham, Aramis Knight"
245,245,Galavant,"['adventure', 'comedy', 'fantasy']","The adventures of Galavant, a dashing hero who is determined to reclaim his reputation and his ""Happily Ever After"" by going after the evil King Richard, who ruined it the moment he stole the love of Galavant's life, Madalena.",20152016,8.1,,12983.0,22 min,"Joshua Sasse, Timothy Omundson, Vinnie Jones, Mallory Jansen"
246,246,You're the Worst,"['comedy', 'drama', 'romance']","Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",20142019,8.1,,20636.0,30 min,"Chris Geere, Aya Cash, Desmin Borges, Kether Donohue"
247,247,Chicago P.D.,"['action', 'crime', 'drama']","Follows District 21 of the Chicago Police Department, which is made up of two distinctly different groups: the uniformed cops and the Intelligence Unit.",2014,8.1,,22042.0,43 min,"Jason Beghe, Jesse Lee Soffer, Patrick John Flueger, Marina Squerciati"
248,248,The Blacklist,"['crime', 'drama', 'mystery']","A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her.",2013,8.1,,155952.0,43 min,"James Spader, Megan Boone, Diego Klattenhoff, Ryan Eggold"
249,249,The Goldbergs,['comedy'],"This ABC show takes place in Jenkintown, Pennsylvania in the 1980s and follows the lives of a family named The Goldbergs.",2013,8.1,,26159.0,22 min,"Wendi McLendon-Covey, Sean Giambrone, Troy Gentile, Hayley Orrantia"
250,250,The Terror,"['adventure', 'drama', 'history']","In 1848, two real life warships, HMS Terror and HMS Erebus, sent on a Royal Naval expedition to find the treacherous Northwest Passage become trapped in ice near Arctic and face starvation, mutiny, cannibalism and a demonic polar bear.",2018,8.1,,25780.0,60 min,"Jared Harris, Tobias Menzies, Paul Ready, Adam Nagaitis"
251,251,TURN: Washington's Spies,"['drama', 'history', 'war']",A Long Island farmer bands together a group of childhood friends to form an unlikely group of spies who turn the tide in America's fight for independence,20142017,8.1,,17507.0,60 min,"Jamie Bell, Heather Lind, Samuel Roukin, Daniel Henshall"
252,252,Orange Is the New Black,"['comedy', 'crime', 'drama']","Convicted of a decade old crime of transporting drug money to an ex-girlfriend, normally law-abiding Piper Chapman is sentenced to a year and a half behind bars to face the reality of how life-changing prison can really be.",2013,8.1,,252465.0,59 min,"Taylor Schilling, Danielle Brooks, Taryn Manning, Emma Myles"
253,253,Marco Polo,"['adventure', 'drama', 'history']","In a world replete with greed, betrayal, sexual intrigue and rivalry, ""Marco Polo"" is based on the famed explorer's adventures in Kublai Khan's court in 13th century Mongolia.",20142016,8.1,,55737.0,60 min,"Lorenzo Richelmy, Benedict Wong, Joan Chen, Remy Hii"
254,254,American Horror Story,"['drama', 'horror', 'thriller']","An anthology series centering on different characters and locations, including a house with a murderous past, an insane asylum, a witch coven, a freak show, a hotel, a possessed farmhouse, a cult, and the apocalypse.",2011,8.1,,247314.0,60 min,"Lady Gaga, Kathy Bates, Angela Bassett, Sarah Paulson"
255,255,Boss,"['crime', 'drama']","Mayor Tom Kane, diagnosed with a dementia disorder, struggles to keep his grip on power in Chicago.",2017,6.3,,91980.0,97 min,"Tom McGrath, Alec Baldwin, Steve Buscemi, Jimmy Kimmel, Lisa Kudrow"
256,256,The Man in the High Castle,"['drama', 'sci-fi', 'thriller']","In a dystopian America dominated by Nazi Germany and Imperial Japan, a young woman discovers a mysterious film that may hold the key to toppling the totalitarian regimes.",2015,8.1,,65708.0,60 min,"Alexa Davalos, Luke Kleintank, Rufus Sewell, Rupert Evans"
257,257,Conan,"['comedy', 'music', 'talk-show']",onan O'Brien and his co-host Andy Richter discuss current news topics and interview celebrities and personalities.,2011,5.2,,90434.0,113 min,"Marcus Nispel, Jason Momoa, Ron Perlman, Rose McGowan, Stephen Lang"
258,258,Workaholics,['comedy'],"A single-camera comedy featuring three friends who work together as telemarketers from 9 to 5, and live together from 5 to 9.",20112017,8.1,,42430.0,22 min,"Blake Anderson, Adam Devine, Anders Holm, Maribeth Monroe"
259,259,Bob's Burgers,"['animation', 'comedy']","Bob Belcher, along with his wife and 3 children, try to run their last hope of holding the family together, which is running Bob's dream restaurant.",2011,8.1,,55528.0,22 min,"H. Jon Benjamin, Dan Mintz, Eugene Mirman, John Roberts"
260,260,The Big C,"['comedy', 'drama']",A suburban mother faces her cancer diagnosis while trying to find humor and happiness as well.,20102013,8.1,,13233.0,30 min,"Laura Linney, Oliver Platt, Gabriel Basso, John Benjamin Hickey"
261,261,The Mentalist,"['crime', 'drama', 'mystery']","A famous ""psychic"" outs himself as a fake, and starts working as a consultant for the California Bureau of Investigation so he can find ""Red John"", the madman who killed his wife and daughter.",20082015,8.1,,151166.0,43 min,"Simon Baker, Robin Tunney, Tim Kang, Owain Yeoman"
262,262,Titans,"['action', 'adventure', 'drama']",A team of young superheroes led by Nightwing (formerly Batman's first Robin) form to combat evil and other perils.,2018,8.1,,35534.0,45 min,"Teagan Croft, Brenton Thwaites, Anna Diop, Ryan Potter"
263,263,Damages,"['crime', 'drama', 'mystery']",A law school graduate becomes the protégée of a successful high-stakes litigator.,20072012,8.1,,26342.0,60 min,"Glenn Close, Rose Byrne, Tate Donovan, Zachary Booth"
264,264,The Tudors,"['drama', 'history', 'romance']",A dramatic series about the reign and marriages of King Henry VIII.,2010,,,,12 min,"Thomas Cogswell, Deborah Harkness, Penelope Geng, Sarah Bolger"
265,265,The Unit,"['action', 'drama', 'thriller']",Hour long show which looks at the life of American super-secret operators.,20062009,8.1,,18628.0,60 min,"Dennis Haysbert, Regina Taylor, Audrey Marie Anderson, Robert Patrick"
266,266,Star Wars: The Clone Wars,"['animation', 'action', 'adventure']","Yoda, Mace Windu, Obi-Wan Kenobi, Anakin Skywalker and other Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.",20082020,8.1,,39243.0,23 min,"Tom Kane, Matt Lanter, Dee Bradley Baker, James Arnold Taylor"
267,267,Criminal Minds,"['crime', 'drama', 'mystery']","The cases of the F.B.I. Behavioral Analysis Unit (B.A.U.), an elite group of profilers who analyze the nation's most dangerous serial killers and individual heinous crimes in an effort to anticipate their next moves before they strike again.",2005,8.1,,137433.0,42 min,"Matthew Gray Gubler, Kirsten Vangsness, A.J. Cook, Joe Mantegna"
268,268,Stargate: Atlantis,"['action', 'adventure', 'drama']","An international team of scientists and military personnel discover a Stargate network in the Pegasus Galaxy and come face-to-face with a new, powerful enemy, The Wraith.",2015,4.3,,7.0,60 min,"William Kraft, John Dennison, Paul Hughes, Chuck Thompsen"
269,269,Dead Like Me,"['comedy', 'drama', 'fantasy']","After being hit on the head by a toilet seat, a young temp clerk becomes a grim reaper in death.",2009,6.1,,12073.0,87 min,"Stephen Herek, Ellen Muth, Callum Blue, Sarah Wynter, Jasmine Guy"
270,270,SpongeBob SquarePants,"['animation', 'comedy', 'family']","The misadventures of a talking sea sponge who works at a fast food restaurant, attends a boating school, and lives in an underwater pineapple.",1999,8.1,,72592.0,23 min,"Tom Kenny, Rodger Bumpass, Bill Fagerbakke, Clancy Brown"
271,271,That '70s Show,"['comedy', 'romance']","A comedy revolving around a group of teenage friends, their mishaps, and their coming of age, set in 1970s Wisconsin.",19982006,8.1,,139032.0,22 min,"Topher Grace, Laura Prepon, Mila Kunis, Danny Masterson"
272,272,Batman Beyond,"['adventure', 'animation', 'action']","Fueled by remorse and vengeance, a high schooler named Terry McGinnis revives the role of Batman. Under supervision of an elderly Bruce Wayne, he fights crime in a harsh futuristic Gotham.",19992001,8.1,,21521.0,23 min,"Will Friedle, Kevin Conroy, Lauren Tom, Cree Summer"
273,273,Daria,"['animation', 'comedy', 'drama']",A smart and cynical girl goes through teenage life as a proud outsider in a world of mainly idiotic adolescents and condescending adults.,19972001,8.1,,21445.0,30 min,"Tracy Grandstaff, Wendy Hoopes, Julian Rebolledo, John Lynn"
274,274,Superman,"['animation', 'action', 'adventure']",The last son of the planet Krypton protects his adoptive home of Earth as the greatest of the superheroes.,2016,6.5,,570842.0,151 min,"Zack Snyder, Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg"
