,Unnamed: 0,Title,Genre,Network,Summary
502,502,Flower of the Queen,['Melodrama'],MBC,this is a drama will revolve around the life of an ambitious woman and her lost daughter and the incidents that take place following their reunionrena jung kim sung ryung is a beautiful and ambitious star chef who hosts her own cooking show her husband park min joon lee jong hyuk is the first son of a family that runs a large company their relationship is not so good but they try to show other people they are still in loverena jung ever abandoned her daughter kang yi sol lee sung kyung in the past and now her daughter appears again in front of her meanwhile park jae joon yoon park is her husbandâ€™s younger brother he is popular with women but he is attracted to kang yi sol
503,503,Super Daddy Yeol,"['Family', 'Comedy', 'Romance']",tvN,based on the webcomic â€œshoopeodaedi yeolâ€ by lee sang hoon and jin hyo mi which was published from 2011oct11 to 2012march12 via â€œcartoonmediadaumnetâ€œdoctor cha mi rae lee yoo ri have one daughter sa sang lee re one day she is diagnosed with a rare cancer and informed she has about one year to live she then seeks out her first love kim yeol lee dong gun for marriage proposal she struggles to turn yeol into the best father possible for her daughterâ€™s future
504,504,KBS Drama Special 2015,['NaN'],KBS2,title ë“œë¼ë§ˆ ìš¤íž˜ì…œ 2015  kbs drama special 2015 broadcast network kbs2 broadcast period 2015march13 to 2015nov28 airtime friday 2130 airtime friday 2250 from 2015july31 airtime saturday 2350 from 2015oct24 related drama kbs drama specialabout kbs drama special 2015kbs drama special 2015 is an anthology series that features different stories cast members and production teams each week and is presented two episodes this season is the first season that single episode has been increased to 2 episodes which are airing in the same dayepisode titledateepisode title20150313ê°€ë§œížˆ ìžˆìœ¼ë¼  stay still20150320ë°”ëžœì€ ì†œë§í•˜ëš” ëœ€ë¡œ ë¶„ë‹¤  the wind blows to the hope20150327ë¨¸ë¦¬ì‹¬ëš” ë‚   hair day20150403ì›ƒê¸°ëš” ì—¬ìž  funny woman20150731ê·€ì‹ ì€ ë­í•˜ë‚˜  what is the ghost doing 20150807ë¶‰ì€ ë‹¬  red moon20150814ë¼ì´ë¸œ ì‡¼í¬  live shock20150821ì•œì  íƒ€ë¥¼ ì°¾ì•„ì„œ  finding argenta20150828ê·¸ í˜•ì œì˜ ì—¬ë¦„  the brothers summer20151024ì§í‰ íœ¨ë°€ë¦¬  fake family20151031ë…¸ëÿ‰ì§„ì—­ì—ëš” ê¸°ì°¨ê°€ ì„œì§€ ì•šëš”ë‹¤  noryangjin20151107ë‚¯ì„ ë™í™”  strange fairy tale20151114ë¹„ì¼  secret20151121ì•„ë¹„   father20151128ê³„ì•½ì˜ ì‚¬ë‚´  contract manawards2015 kbs drama awards one act acting award actress â€“ kim young ok snowy road lee ha na fake family 2015 kbs drama awards one act acting award actor â€“ bong tae kyu trains donâ€™t stop at noryangjin station 2015 kbs drama awards best child actor â€“ choi kwon soo the brothersâ€™ summerofficial siteshare thisclick to share on facebook opens in new windowclick to share on twitter opens in new window
505,505,TV Novel â€“ In Still Green Days,"['Period', 'Family', 'Romance']",KBS2,nan
506,506,Snowy Road,"['Historical', 'Friendship']",,the drama depicts the sad and beautiful friendship between two friends jong boon kim hyang gi who was tired of the poverty during the japanese occupation and her pretty and smart friend yeong ae kim sae ron from the same village whom jong boon adores
507,507,Unkind Women,"['Family', 'Romance', 'Comedy']",KBS2,this drama features the women of three generations and people around themma ri lee ha na grows up as a good teacher of this generation where there is no true mentor hyun sook chae shi ra who has been a troublemaker realizes the love and support of her family kang soon ok kim hye ja regards herself as unlucky but later on realizes how happy she has beenhow can you hold up when your life gets tough you will figure it out by holding up day by day just like these women in the drama source
508,508,Heard It Through the Grapevine,"['Family', 'Romance', 'Blackcomedy']",SBS,this is a blackcomedy drama depicting a prestigious family whose lives are suddenly shaken because of a rumor about their teenage son impregnating his schoolmatechoi yun hee yoo ho jung and han jung ho yoo joon sang are a wealthy couple from a prestigious family their reputation suddenly turned upside down because of their sonâ€™s relationship with an ordinary girl the girl seo bom go ah sung determined to endure the humiliation and isolation from the family for the sake of her childâ€™s future while the son han in sang lee joon struggles between his love for seo bom and his familyâ€™s high expectation
509,509,Blue Birdâ€™s House,"['Family', 'Romance', 'Comedy']",KBS2,nan
510,510,Life Tracker Lee Jae Goo,['Family'],SBS,the struggles between characters based on their profession of being a labor attorney
511,511,Blood,"['Medical', 'Fantasy', 'Romance']",KBS2,park ji sang ahn jae hyun is a doctor specializing in â€œhepatopancreatobiliaryâ€ surgery in the best cancer research hospital in the country he is also a vampire despite seeming cold and unfeeling ji sang masks his soft heart and inner pain and yearns for closeness with people he believes very strongly in the sanctity of human life and suppresses his thirst for blood to treat terminally ill patients and save livesamong his colleagues is yoo ri ta koo hye sun a hotshot physician who entered medical school at the age of 17 and is also the niece of the chaebol group chairman who owns the hospital ri ta is highly capable but snooty and prideful yet ji sang finds himself falling for her he also gets drawn into a conflict between good and evil as he encounters lee jae wook ji jin hee a twofaced hospital chief who gains everyoneâ€™s trust with his gentle demeanor but inwardly harbors a dangerous ambition for power and a talent for cruelty
512,512,Jingbirok,"['Historical', 'Political', 'Action']",,jingbirok the name of a book written by reallife joseon historian and scholar ryu seong ryong kim sang joong detailing the imjin war 15921598 the drama will be a telling of historical events with the scholar as the central character in the same vein as â€œjung do junâ€ who influenced the founding of the joseon dynasty ryu seong ryong was an official who served during king seonjoâ€™s reign in the late 16th century he was a brilliant confucian scholar who was put in charge of military operations during the imjin war and greatly influenced admiral lee soon shin
513,513,Thank You My Son,"['Family', 'Comedy']",KBS2,a drama about the issue of korean parents who are desperate to send their children to prestigious colleges so they will have a better future family members confront each other but eventually find the true meaning of family
514,514,Ho Gooâ€™s Love,"['Romance', 'Comedy']",tvN,nan
515,515,City of the Sun,"['Legal', 'Melodrama', 'Mystery']",MBC Dramanet,this drama is based on a japanese novel â€œã¦ã¤ã®ã»ã­  é‰„ã®éª¨â€ by â€œã„ã‘ã„ã© ã˜ã‚…ã‚“  æ± äº•æˆ¸æ½¤â€ which was then adapted into a japanese drama in 2010the drama is about a young man kang tae yang kim joon who works at a construction company and harbors ideals of building people homes to live in only to find that his company is engaged in corrupt activities
516,516,Miss Mamma Mia,"['Family', 'Romance']",KBS-N,a drama about a young single mother raising a fiveyearold daughter on her own maintaining a positive attitude while working parttime jobs
517,517,Dream Knight,"['Fantasy', 'Romance']",NAVER tvcast,a production about music and dance revolving around a girl with a lot of pain who later begins to grow her dreams love and friendship with a group of mysterious boysthough sheâ€™s constantly bullied orphaned high schooler joo in hyung song ha yoon refuses to let life get her down and fills her little home with positive vibes from her favorite boy band but fandom hits the next level when she discovers the ability to call upon four mysterious hotties played by got7 who turn her world topsyturvy with magical and hilarious antics including jyp artist cameos no matter how tough life gets sheâ€™ll get by with a little help from her friends especially with dreamy knights
518,518,"Hyde, Jekyll and I","['Romance', 'Comedy']",SBS,this drama is based on the webcomic â€œjekyllbaksaneun haideussiâ€ by lee choong ho which was first published from 2011feb15 to 2011nov25 via â€œdaumnetâ€œjang ha na han ji min works as the master and actress in a circus at wonderland a large amusement park meanwhile goo seo jin hyun bin is a thirdgeneration chaebol and the ceo of this wonderlanddue to a childhood trauma seo jin suffers from multiplepersonalities disorder one of his personality is that of â€œhydeâ€ who has a cold personality the other personality is that of â€œjekyllâ€ who has a sweet and innocent personalitywhen seo jin tries to eliminate the circus from wonderland ha na fights to keep it at wonderland in the process she finds herself falling in love for both of seo jinâ€™s personalities but can such a strange relationship work can a woman be in a love triangle with just one man jang ha na finds herself in that impossible situation
519,519,Shine or Go Crazy,"['Historical', 'Romance', 'Fantasy', 'Comedy']",MBC,this drama is based on the web novel â€œbitnageona michigeonaâ€ by hyun go woon which was first published from 2014march17 via â€œdaumnetâ€œ it takes place during goryeoâ€™s early years when various clans jockeyed for powerthe drama centers on prince wang so jang hyuk who later becomes a king pivotal to korean history the story is about how wang so meets and weds his leading light shin yool oh yeon seo the last princess of balhaethe narrative begins in 943 ad with goryeoâ€™s founder wang geon still in power as the first king taejo taejo sees how the jockeying clans threaten the newly unified nation to counter this he recalls his 4th son wang so from exile as his potential heir exile has toughened wang so and taught him to think independently to help his heir taejo plans to wed wang so to princess seo won lee ha nui who has a starlike omen as a birthmarkbalhae an empire to the north and east of goryeo fell to the khitans in 926 ad in the story princess shin yool is born with a fate to shine for a nation the khitans learn this and see her as a threat they throw baby shin yool into an icy river her nanny secretly saves her they flee to china where shin yool grows up to become a successful merchant but she too has a starlike birthmark
520,520,My Heart Twinkle Twinkle,"['Family', 'Romance', 'Comedy']",SBS,since her mother died soon jin jang shin young has taken care of her father and her two younger sisters she also runs a chicken restaurant â€œjinsimâ€ own by his father and worry about their rival chicken restaurant â€œwoontakâ€ run by a coldblooded man woon tak bae soo binmeanwhile her two younger sisters are soon soo lee tae im and soon jung nam bo ra soon soo has an attractive appearance and plays the piano well due to breaking up with her first love and her poor family background she feels miserable soon jung is the youngest daughter and she is proud of her father she becomes involved with two men jang soon chul lee pil mo and cha do hoon oh chang suk
521,521,Spy,"['Action', 'Thriller', 'Family', 'Romance']",KBS2,this drama is based on an israeli drama called â€œthe gordin cellâ€ and modified to fit the northsouth korea relationsthe fictional story begins after the execution of reallife north korean general jang sung taek one day an order comes down from north korea reactivating erstwhile spy park hye rim bae jung ok who has spent decades in south korea as an ordinary housewife she is given the mission to turn and bring in her own son kim sun woo kim jae joong coolheaded quickwitted genius sun woo is an information analyst on north korea working for the nis national intelligence servicehis girlfriend yoon jin go sung hee is a tour guide for chinese tourists who cannot speak chinese and they fell in love when sun woo helped her translate hye rim is suddenly forced to choose between her son and country and risks her life to see the choice throughâ€¦
522,522,Heart to Heart,"['Romance', 'Comedy', 'Medical']",tvN,cha hong do choi kang hee suffers from social phobia and has a problem with severe blushing she does have a strong sense of curiosity and learns from books and the internet one day cha hong doâ€™s grandmother dies her grandmother was her only contact to the outside world cha hong do then begins doing housework as a maid but disguises herself as an elderly woman through an incident she meets a psychiatrist go yi suk chun jung myung
523,523,"Persevere, Goo Hae Ra","['Musical', 'Romance']",Mnet &amp; tvN,goo hae ra min hyo rin is 21 years old her dream is to debut as a singer to let people know about her late fatherâ€™s musical compositions she then takes part in the music tv contest program â€œsuper star k 2â€ with her childhood twin friends kang se jong kwak si yang and kang se chan jin youngthey get through the local tryouts and are selected to take part in the program at super week hae ra se jong and se chan area teamed with henry henry lau lee woo ri yoo sung eun and jang goon park kwang sun but they lose due to unexpected incident they then go back to their daily livesseveral years later through a shocking incident the team gather again and make their debut
524,524,"Kill Me, Heal Me","['Romance', 'Comedy', 'Medical', 'Mystery']",MBC,a romantic comedy about a thirdgeneration billionnaire with dissociative identity disorder and a firstyear psychiatrist resident who treats him secretlycha do hyun ji sung is the third generation of a chaebol family who suffers from multiple personality disorder after going through numerous lifethreatening traumas as he tries to get back on his life on the track with the help of a resident doctor oh ri jin hwang jung eum the â€œseven peopleâ€ whom he created in his body began their battle to be the final dictator that will have control over his lifemeanwhile oh ri on park seo joon is oh ri jinâ€™s twin brother who is a genius writer he is determined to find out the secrets and stories of this third generation chaebol starts following him around to uncover them but unexpectedly forms an empathy for him instead
525,525,Enchanting Neighbor,"['Family', 'Romance']",SBS,gong soo rae yoon son ha only love her husband seo bong gook yoon hee suk since she met him in her teenages she then learns that her husband is having an affair with choi yi kyung park tam hee one day soo rae meets a nice man next door name park chan woo seo do young
526,526,Iron Lady Cha,"['Family', 'Romance']",MBC,this drama is about three generations of a family
527,527,The Family Is Coming,"['Family', 'Romance', 'Comedy']",SBS,this drama is based on the 2012 published novel â€œgrandma is backâ€ by kim buma grandma park won sook who abandoned her family 50 years ago suddenly returns one day to distribute a 10billionwon inheritance to her children and grandchildren the story will be about the family memberâ€™s competition over who gets the inheritance meanwhile choi dong suk jin yi han is a good looking man and graduated from a prestigious university but have no job
528,528,OK Family,['Sitcom'],KBS2,2 special episode during new year
529,529,"www.koreandrama.org/2014-sbs-drama-awards-winners-list/"" rel=""bookmark"" title=""Permanent Link to 2014 SBS Drama Awards (Winners List)""> 2014 SBS Drama Awards (Winners List)",['NaN'],,nan
530,530,"www.koreandrama.org/2014-kbs-drama-awards-winners-list/"" rel=""bookmark"" title=""Permanent Link to 2014 KBS Drama Awards (Winners List)""> 2014 KBS Drama Awards (Winners List)",['NaN'],,nan
531,531,"www.koreandrama.org/2014-mbc-drama-awards-winners-list/"" rel=""bookmark"" title=""Permanent Link to 2014 MBC Drama Awards (Winners List)""> 2014 MBC Drama Awards (Winners List)",['NaN'],,nan
532,532,Seonam Girls High School Investigators,"['Youth', 'School', 'Mystery', 'Romance']",jTBC,based on the novel â€œseonamyeogo tamjungdan banggwa hooui miseuteoriâ€œ by park ha ik which was published on 2013jan25 by â€œgolden bough publisersâ€five students are members of a private investigator club at seonam girls high school they try to solve the problems of private education abortion bullying suicide and other problems in the korean education system
533,533,"Run, Jang Mi","['Melodrama', 'Romance', 'Family']",SBS,this is a drama about a girl who was brought up in a wealthy family but loses everything one day when her father passes awaybaek jang mi lee young ah has a warm personality which makes her kind to everyone she is 26yearsold and a graduate student majoring in culinary arts her father is wealthy but he dies suddenly jang miâ€™s life changes completely after her fatherâ€™s death while jang mi struggles to make a living she meets hwang tae ja go joo won who is the grandson of a food company president they become involved romantically
534,534,Punch,"['Political', 'Thriller', 'Legal', 'Melodrama']",SBS,title ë•œë ¤  ttae ryeo  punch chinese title  æ‹³å‡» also known as beat episodes 16 broadcast network sbs broadcast period 2003oct08 to 2003nov27 air time wednesday amp thursday 2155
535,535,Maids,"['Historical', 'Thriller', 'Action', 'Romance']",jTBC,a drama about the lowest class of servants during the joseon erain yub jung yoo mi is a beautiful noblewoman who becomes a servant overnight when her father is framed and labeled a traitor she ends up falling in love with a fellow servant moo myung oh ji ho who is the most attractive servant and skilled warrior in hanyang he is also a mysterious man who hides his real identity and pretends to be a servant meanwhile eun gi kim dong wook is a man who has everything from intelligence to looks he is the chosen groom for in yeob and will forms a rivalry with moo myungcast main castjung yoo mi as gook in yub oh ji ho as moo myung  lee bi kim dong wook as kim eun gi lee shi ah as heo yoon okgook in yubâ€™s family and servantsjun noh min as gook yoo lee cho hee as sa wol yi im hyun sung as poong yi ji seung hyun as duk gookim eun giâ€™s familykim gab soo as kim chi kwon jin hee kyung as lady hanheo yoon okâ€™s family and servantspark chul min as heo eung cham jun mi sun as lady yoon lee yi kyung as heo yoon seo lee el as lady kang jun so min as dan ji lee yun kyung as dan jiâ€™s mother chae gook hee as hae sang kim jong hoon as dduk soe jun soo jin as gae ddong yi shim hoon ki as yong joon kim hye na as ok yiothersahn nae sang as king taejong lee bang won lee do kyung as king taejo lee sung gye lee chae young as ga hee ah uhm tae goo as chi bok yang seung pil as ba woo kim tae hwan ye soo jung lee shin sung as jong daeproduction creditsproduction company drama house director jo hyun tak screenwriter jo hyun kyungnoteâ€“ in the afternoon of 13dec2014 at 130pm jtbc production studio for this drama had erupted in a fire most staff were out eating however a 35 years old female staff dies at this massive fire the second episode of this drama has now been cancelled with staff stating that it is more imperative they take care of the fire and the tragedy rather than shoot the episode an official statement will be released soon according to staff sourceâ€“ the production team announced on 2105jan07 that this drama will be start broadcasting with â€œedited version of episode 1â€ on 2015jan23 sourceepisode ratingsdateepisodenationwide2014121212141201501231 see note1632201501242169520150130315652015013141872201502065219020150207630252015021373048201502148262020150220930832015022110348420150227113371201502281232152015030613349320150307143271201503131534212015031416467520150320174081201503211840012015032719381620150328204725source agb nielsen note this drama is aired on paytv channel which has fewer viewers than freetv channels so please donâ€™t be surprised with the low rating poster  related photoother photo from official site     official siteearliest trailer amp trailer i amp trailer ii amp trailer iii amp trailer ivwatch online in dramafevercomshare thisclick to share on facebook opens in new windowclick to share on twitter opens in new window
536,536,Healer,"['Romance', 'Comedy', 'Action', 'Thriller']",KBS2,kim moon ho yoo ji tae is a popular reporter at major broadcasting company one day he learns the truth of a case that took place in the past he intentionally approaches people who are related to the case and helps them while doing so he agonizes over the truth and beliefsmeanwhile with the help of kim moon ho internet reporter chae young shin park min young and seo jung hoo ji chang wook known as â€œhealerâ€ grow into real reporters
537,537,Valid Love,"['Romance', 'Family']",tvN,jang hee tae uhm tae woong met his future wife kim il ri lee si young when he worked as a temporary biology teacher at an all girls high school il ri was a student therenow hee tae works as a fishery researcher and spends his days in a typical marriage one day he learns that his wife is having an affair with a carpenter kim joon lee soo hyuk he becomes angry for the first time but decides to keep his family and wife
538,538,"Only You, My Love","['Family', 'Romance', 'Comedy']",,the birth of multifamily living under the same roofthere is a tremendous growth in the number of single households and people who choose to live in a shared house for economic reasonsa woman who used to be a producer but ended up being a market vendor a middle aged woman abandoned by her father and family a single daddy and a foreigner people with different stories are gathered under the same roof in attempts to save moneyamong them a daughter and a wife feeling left out by their families embrace the wounded hearts of each other this drama features people from different backgrounds becoming a family and reminds audience what the true meaning of family in this generation is source
539,539,Dr. Frost,"['Crime', 'Thriller', 'Mystery']",OCN,based on the webcomic series â€œë‹¥í„° í”„ë¡œìš¤íš¸  dr frostâ€ by â€œì´ì¢…ë²”  lee jong bumâ€ which was first published on 2011feb2 via â€œcartoonmedianavercomâ€œbaek nam bong song chang ui is known as dr frost he became a professor in psychology at early age he is extremely bright but he has difficulties sympathizing with others due to an injury to his frontal lobe as a child during the day he now works as a counselor at the campus counseling center and at night he works as a bartender he then begins to work with a teaching assistant yoon sung ah jung eun chae at the counseling center yoon sung ah is enthusiastic with the clients needing counseling they work together to solve problems who go there for help
540,540,Swedish Laundry,"['Fantasy', 'Romance', 'Comedy']","MBC every1, MBC Drama Net, MBC Music, MBC QueeN",this is a drama about a girl who has the ability to see peopleâ€™s worries about love friendship and employmentwhen kim bom song ha yoon was young she had a hard time due to her smart siblings she couldnâ€™t get any attention from her family or those around her now she runs sweden laundry and she possesses supernatural powers allowing her to read her clientâ€™s worries through their laundry with her powers she tries to solve their worries meanwhile yong soo chul changjo is a man who chases his dreams while making lots of mistakes along the way
541,541,The Kingâ€™s Face,"['Historical', 'Action', 'Thriller', 'Romance']",KBS2,nan
542,542,Pinocchio,"['Fantasy', 'Romance', 'Family']",SBS,it is 2000 and ki ha myung nam da reum is leading a happy life with his parents and older brother jae myung yoon kyun sang until his father ki ho sang jung in ki the captain of the firefighting squad dies in a factory explosion during a rescue attempt along with several of his men when ho sangâ€™s body is initially missing the media sensationalizes the case by scapegoating him in a battle for ratings cold and calculating msc reporter song cha ok jin kyung alleges that ho sang survived the blast and is currently in hiding because he was responsible for the deaths of his men this causes the ki family to become outcasts in their neighborhood and objects of national scorn ha myungâ€™s mother attempts to kill herself and her younger son by jumping off a cliff and jae myung blames their deaths on the media particularly cha okbut ha myung is alive having been rescued from the water by choi gong pil byun hee bong a kindly elderly man who lives on hyangri island gong pil who may either have alzheimerâ€™s disease or traumainduced memory loss believes that ha myung is his older son choi dal po a simpleton who had died thirty years ago ha myung who has no one else in the world embraces the deception and treats gong pil as his father gong pil officially adopts ha myung now named dal po and places him in the family register as his eldest son so five months later when gong pilâ€™s younger son choi dal pyung shin jung geun moves to the island with his daughter choi in ha noh jung ui they are flabbergasted to be told by gong pil to address a mere boy as their â€œolder brotherâ€ and â€œuncleâ€ respectively in ha has â€œpinocchio syndromeâ€ which causes her to hiccup whenever she tells a lie she idolizes her mother and hates living on the island after her parentsâ€™ divorce the fledgling friendship between dal po and in ha is dashed however when he learns that in haâ€™s mother is none other than song cha okfive years later dal po lee jong suk and in ha park shin hye are high school seniors and classmates at their small town high school in 2005 dal po who is actually a genius pretends to be dumb like the real dal po and gets all zeroes in his test scores with his last place class standing and scruffy country bumpkin hair dal po is friendless at school while in ha is the most popular girl dal po secretly likes in ha and he is forced to join a televised quiz show at first to prevent an admirer from confessing to her on national tv then later to protect her from losing a bet at the tv studio he runs into the show producer hwang gyo dong lee pil mo who had been a ygn reporter and one of cha okâ€™s rivals but changed careers after what happened to the ki family after seeing dal po on tv and knowing that her pinocchio syndrome limits her career choices in ha decides to become a journalistin passionate pursuit of the truth in ha and dal po later become newbie reporters at a current affairs news desk among their colleagues are seo bum jo kim young kwang who comes from a rich chaebol family and  yoon yoo rae lee yoo bi once an idol sasaeng fan who now uses those obsessive and determined traits in her new job source
543,543,Love Frequency 37.2,"['Romance', 'Comedy']",MBC every1,in love frequency 372 372 degrees celsius is the same temperature in which one falls in lovea radio dj that also holds a doctorate in psychology dj captain yoon gun hosts the show â€œpirates radioâ€ on an underground frequency where his listeners call in to seek his advice on love from memories of first love to relationship issues and so on each episode covers a new love story but dj captain isnâ€™t without his own secrets and story
544,544,SOS Save Me,"['Romance', 'Melodrama', 'Family']",KBS-N,a romance drama about different kinds of unfortunate love a half brother and sister who begin their illfated first love love between a teacher and a student and a couple that faces death after finally reuniting after 25 years of separation it will honestly and passionately depict forbidden love and painful memories of first love
545,545,Love &amp; Secret,"['Romance', 'Family', 'Melodrama']",KBS2,chun sung woon kim heung soo is the director of a large fashion company and he is a coldblooded man he then meets han ah reum shin so yool who is a single mother and fall in love to her due to han ah reum and her daughter chun sung woon turns more humane and becomes a strong support for them
546,546,Mr. Back,"['Fantasy', 'Romance', 'Comedy']",MBC,nan
547,547,Stormy Woman,"['Melodrama', 'Family', 'Romance']",MBC,hang jung im park sun young lives in an ordinary life as a wife and mother however her life have problem when her friend has an affair with her husband and she loses her daughter after that
548,548,Love Cells,"['Romance', 'Comedy', 'Fantasy']",NAVER tvcast,this web drama is based on the popular webtoon â€œlove cellsâ€œ by â€œê¹€ëª…í˜„ kim myung hyunâ€ which was published from 2010july21 to 2010sep22this is a drama about a man whoâ€™s born solo attempts to seduce a girl group stara â€²love cellâ€² cat that looks like a human navi kim yoo jung teaching love to ma dae choong park sun ho who is determined to revive his dying love cells with an extraordinary romance particularly with top star seo rin nam ji hyun
549,549,Birth of a Beauty,"['Romance', 'Comedy']",SBS,this is a drama about a womanâ€™s world changes after she loses weighthan tae hee joo sang wook is the heir of a large company he is suffering from a broken heart syndrome due to a psychological shock to get the woman he loves back he completely changes an unattractive and overweight sa geum ran ha jae sook to beautiful sara han ye seul in the process han tae hee falls in love with sara
550,550,Pride and Prejudice,"['Legal', 'Romance']",MBC,a legal drama about team of young and passionate prosecutors who banded together to fight against injustice and oppression that befall weak and poor people besides face many hardships from higher authority they also learn to cooperate and adjust with the clash of different personalities and backgrounds
551,551,Family Secrets,"['Revenge', 'Melodrama', 'Family']",tvN,nan
552,552,Dodohara,"['Romance', 'Comedy']",SBS Plus,this is a comedy drama about one man and two women who running a online fashion shopfashion can be a tough industry to break into and make a living at the sassy so ra hee shin so yool has been working as a clothing wholesaler at dongdaemun a fashion mecca in seoul for 10 years but dreams of doing more in fashion sweet hong ha ra yoo ra works odd jobs and tries to make enough money to feed her clothing habit when the two women meet â€“ through ha raâ€™s boyfriend noh chul yoo min kyu who happens to be ra heeâ€™s exboyfriend â€“ they decide to launch an online shopping mall together can the women find success through ecommerce and realize their dreams in the fashion industry
553,553,The Legendary Witch,"['Family', 'Romance']",MBC,this drama is about four female inmates in room 10 of the chungjoo womenâ€™s prison who are charged with murder fraud stock manipulation and attempted murder these four women are moon soo in han ji hye shim bok nyuh go doo shim son poong geum oh hyun kyung and seo mi oh ha yeon sooafter being released with the baking knowledge learned from the prison they join to open a bakery shop which eventually compete against a large bakery company run by a conglomerate
554,554,Liar Game,"['Mystery', 'Thriller']",tvN,based on the manga series â€œliar gameâ€œ by shinobu kaitani which was first published on 2005 in japanese magazine â€˜weekly young jumpâ€˜this drama is about various contestants take part in a game show with a prize of 10 billion won wherein contestants are encouraged to cheat and lie the contestants who able to cheat the others will wins the prize but debt if heshe loses the game contestants include genius swindler cha woo jin lee sang yoon and naive college student nam da jung kim so eun meanwhile kang do young shin sung rok will play the mc and planner of this game show
555,555,Modern Farmer,"['Romance', 'Musical', 'Comedy', 'Family']",SBS,this is a comedy drama about a a rock band name â€œexcellent soulsâ€ which return to farming land after doing experiment in music the band members consists of lee min ki lee hong ki kang hyuk park min woo yoo han chul lee shi un and han ki joon kwak dong yun
556,556,Rosy Lovers,"['Family', 'Romance']",,this drama is about the main character who suffering a setback at a young age and that person is able to get back up and strives for happiness
557,557,Misaeng,['Comedy'],tvN,based on the webcomic â€œmisaengâ€ by yoon tae ho which was published from 2012jan20 to 2013oct14 via cartoonmediadaumnet this drama follows the lives of ordinary salaryman in their workplacejang geu rae siwan played the board game â€œbadukâ€ a strategy game somewhat like chess since he was a child playing the game was everything to him but he failed to become a professional baduk player now he is thrown out into the real world by an acquaintanceâ€™s recommendation he is able to begin to work at â€œone internationalâ€ as an intern and struggles to adapt working at a companymeanwhile ahn young yi kang so ra is a competent and intelligent new intern and jang baek ki kang ha neul is another coworker oh sang sik lee sung min will play their boss
558,558,Tomorrow Cantabile,"['Romance', 'Musical', 'Comedy']",KBS2,this drama is adapted from the japanese manga â€˜nodame cantabileâ€˜ by tomoko ninomiya which was first published in japan by kodansha in the kiss magazine from 2001july10 to 2009october10this drama is also a remake of the japanese drama â€˜nodame cantabileâ€˜ starring by ueno juri and tamaki hiroshi which was broadcast from 2006oct16 to 2006dec25 on fuji tvan elite meticulous musical genius and a messy outofcontrol pianist this unlike pair somehow matches up and together with a group of colorful young classical musicians and an eccentric worldfamous conductor they start to create the most unique wonderful world of music they are all against the conventional orders and rules and try to make the most of their lives with humor and passion for music each character has a special or weird story to tell and they confront with each other hard and unite strongly based on a popular comic this is a hilarious comedy with brilliant young ensemble cast and full of great classical musiccha yoo jin joo won is a third year student in a school of music majoring in piano and dreaming of becoming a world renowned conductor he seems to be perfect with his good looks natural born musical talent and his father who is a world renowned pianist he is unable to travel to europe due to a childhood trauma which gave him a fear of flying meanwhile seol nae il shim eun kyung is a free spirited and 4dimensional character who is also a genius pianist due to her unpredictable personality she causes all kinds of trouble but when it comes to piano she boasts exceptional talent she constantly annoys perfectionist cha yoo jin with her unique mental world but her lovely charms make her irresistible
559,559,Motherâ€™s Choice,['Family'],SBS,nan
560,560,Tears of Heaven,"['Melodrama', 'Family', 'Romance', 'Revenge']",MBN,yoon cha young hong ah reum is a daughter whoâ€™d once believed that a motherâ€™s love was like heaven she then learns that she was abandoned by her own mother  yoo sun kyung park ji young twice out of her own greed the two of them have no choice but to violently point swords at each other
561,561,Apgujeong Midnight Sun,"['Romance', 'Family']",MBC,this is the drama about four families based in the entertainment industry
562,562,Bad Guys,"['Crime', 'Action', 'Thriller']",OCN,to combat rising violent crimes the police chief asks detective oh goo tak kim sang joong to form a team consisting of criminals he is currently suspended from the police force for using excessive force he then gathers team members park woong chul ma dong suk who is a gangster lee jung moon park hae jin who is the youngest serial killer with extraordinary intelligence and jung tae soo jo dong hyuk who is a contract killer police inspector yoo mi young kang ye won also joins the team and she tries to have these guys work as a team by dealing with them rationally and sometimes emotionally
563,563,Greatest Marriage,"['Romance', 'Comedy']",CSTV,based on the original novel â€˜ìµœê³ ì˜ ê²°í˜¼â€™ by ì •ì´ì¤€  jung yi joonthis drama telling a story about the relationships between four different couples and a marriage centered around a woman who voluntarily becomes a single mother
564,564,Boarding House No. 24,"['Romance', 'Comedy', 'Sitcom']",MBC every1,six young people with different personalities and different backgrounds move into a boarding house together what they donâ€™t realize is that itâ€™s not mere coincidence theyâ€™re new roommates itâ€™s all the ownerâ€™s doinga bachelor and a playboy the owner kim kwang gyu recently discovers that he has a child whoâ€™s about 24 years old and born in the late summer curious as to who his child is he brings these six young strangers together to find himher
565,565,Secret Door,"['Historical', 'political', 'mystery', 'melodrama', 'thriller', 'action']",SBS,a historical drama about the secret surrounding crown prince sadoâ€™s deaththis drama takes place during king yeongjoâ€™s han suk kyu reign where his son crown prince sado lee je hoon is forced kill himself despite yeongjoâ€™s effort to change sado he had no choice but to order the death of sado due to his mental instability excessive violence and sexual assaults this drama will tell the discovery of the truth behind the mystery surrounding sadoâ€™s death
566,566,Sheâ€™s So Lovable,"['Musical', 'Romance']",SBS,nan
