,Unnamed: 0,Title,Genre,Network,Summary
1319,1319,Autumn Shower,['NaN'],MBC,a story about a man choi yoonjae oh ji ho who ends up getting into a car accident causing the passenger who is his wife gyooeun kim so yun to end up in the hospital who now suffers from a coma park yeonseo jung ryu won is gyooeuns bestfriend who secretly is in love with yoonjae while gyooeun is in a coma her husband and bestfriend starts an affair will gyooeun ever wake up from her coma if so what will happen
1320,1320,Bul-lyang Joo-boo / Bad Housewife,['NaN'],SBS,the story is about suhan a fatherly man in his midthirties who becomes a fulltime home manager after voluntary retirement while his wife mina becomes the breadwinner who had only concentrated on household chores up until thenthe subject of â€˜bad wifeâ€™ is quite ordinary compared to other dramas there is no amnesia nor is there an innocent child who contracts a fatal disease like other korean dramas in the same timeslot the changing roles of a husband and wife are not such an extraordinary or an unusual subject for a tv dramahowever in such a banal setting the drama succeeds in bringing out a variety of entertaining situations by changing roles with each other the married couple comes to face a new environment and due to the new environment they face changes through understanding and conflict the drama realistically describes the process of such change by providing a few details of some ordinary lives
1321,1321,Seo Dong Yo / Ballad of Seo Dong,"['HistoricalDrama', 'romance']",SBS,this drama is loosely based on one of koreaâ€™s oldest folk songs suh dong was the illegitimate son of the paekche emperor and with the help of princess sonhwa the daughter of the emporer of the silla kingdom he went on to become the emporer of paekche against all odds
1322,1322,Be Strong Geum Soon,['NaN'],MBC,this is a story of a young widow geumsoon who never becomes discouraged or blames other people â€“ no matter what happens in her life the viewers will get both hope and comfort by watching her do her best in everything she doesit is also a story of a family who loves and takes care of each other you can always turn to your family and their love gives you the hope to get through the tough times sometimes they seem to make your life more difficult but they will always stand up for you and love you whatever you do
1323,1323,Letâ€™s Marry,"['Drama', 'Romance']",MBC,nan
1324,1324,Cute or Crazy,['Comedy'],SBS,park kyung rim is an art gallery curator who lives with her older brother seung soo an english teacher and her friend so yoo jin kyung rim works for kim soo mi who coowns the gallery with her husband chairman kim the kims have three sons the youngest of whom min hyuk is a troublemaker and gadabout park shin hye is a young student at seung sooâ€™s english school
1325,1325,Beating Heart,"['Romance', 'familydrama']",MBC,beating heart is a mbc experimental omnibus drama composed of six chapters with the title â€œwhen did you feel your heart beating the hardestâ€ conveying answers such as love sorrow and joy are six pairs of directors and screenwriters who participated in this drama each team took one chapter consisting of two episodes
1326,1326,Delightful Girl Choon Hyang,"['Comedy', 'romance', 'drama']",KBS2,â€œsassy girl choonhyangâ€ is the 2005 interpretation of the â€œlegend of choonhyangâ€ the story begins when lee mongryong is transferred from seoul to a high school in namwon north jeolla province chunhyang does her best to help mongryong her first love and the son of the namwon police station chief to enter a prestigious university however after meeting with mongryongâ€™s first love chaerin mongryongâ€™s love toward chunhyang is shattered although chunhyangâ€™s love remains unwavering one day byeon hakdo ceo of a famous entertainment company appears in her life he exudes confidence that he can make any woman fall for him but as chunhyang shows no interest in him his selfesteem is damaged profoundly byeon hakdo is determined to make her love him
1327,1327,Pae-syeon 70â€™s / Fashion 70â€™s,"['Drama', 'History']",SBS,nan
1328,1328,My Rosy Life,['Drama'],KBS2,maeng sunyi sacrificed her childhood and youth to taking care of her father who started drinking heavily after her mother abandoned them when she was 10 and her two younger siblings she even gave up her own education because she had to work hard to earn her siblingsâ€™ tuitions she is married to a guy named ban sungmoon her five years junior and has two daughters with him her life continues to present her with endless hardships but she just believes that that is â€œhappinessâ€ one day her husband falls in love with an attractive divorced woman and demands a divorce from sunyi sunyiâ€™s younger sister maeng youngyi is a successful career woman she dates her first love lee jungdo who is now married to another woman and who broke up with her for the sake of his career in the past finally sunyiâ€™s younger brother chulsoo earns his doctorate degree in the united states and settles down there completely ignoring his responsibility of taking care of his father just to make things worse sunyi is one day diagnosed with cancer which to her is tantamount to a death sentence after learning about her disease her husband reflects on himself and shows her the genuine meaning of marital love
1329,1329,The Bizarre Bunch,"['Comedy', 'Drama']",,the story revolves around the entire â€˜jang familyâ€™ children and their children grandma suh has two sons jang jae do and jang jae man and one daughter jang jae ok the oldest is jaedo who is forced out of his work and begins to look for labour jobs while his wife min sook a traditional homemaker tries to get their slow moving son jang ki woong onto the right track in life and love
1330,1330,Geu-rin Ro-jeu / Green Rose,"['Drama', 'Romance', 'Suspense']",SBS,lee junghyun go su is accused for murdering oh sooahâ€™s lee da hae father he runs away and becomes a fugitive later he returns and seeks out revenge oh sooah who is the successor of the enterprise â€œfirst electronicâ€ falls in love with lee junghyun
1331,1331,Golden Apple,['NaN'],KBS2,kim kyung sook park solmi kyung ku kim jihoon and kyung min ji hyunwooâ€™s father who was a widowed farmer married keum shilâ€™s mother when keum shil was six the marriage was not a happy one and keum shilâ€™s mother continued her affair with park byung sam lee dukhwa a rich landlord in the village who was running for a seat in the parliament her body was discovered in the river after the election and kyung sookâ€™s father was wrongly accused of being the killer he was tortured by the police into admission and later died in custody before trial park byung sam who was in actual fact keum shilâ€™s real father ordered his brotherinlaw to adopt keum shil and gave him a job at the intelligence office in seoul kyung sook had also moved to seoul and worked hard to bring up her brothers she vowed that she would clear her fatherâ€™s name and find the real killer park byung sam remained her no 1 suspect even though she was in love with his son park jong kyu jung chan it turned out that he wasnâ€™t the one but who was and why
1332,1332,Love Needs a Miracle,"['Drama', 'Romance', 'Comedy']",SBS,a single mother finds love
1333,1333,Ha-no-i Sin-bu / Hanoi Bride,['NaN'],SBS,park eun woo lee dong wook worked as a doctor in a clinic in hanoi where he fell in love with a vietnamese girl ly thi vu kim ok bin due to the sudden death of his father he had to return to korea in a hurry but the message wasnâ€™t related to ly thi vu his elder brother park sok woo lee won jong who worked as a farmer in the field was hard pressed by his mother to go to vietnam to find a wife and he ended up bringing ly thi vu to korea with the intention to marry her song il lan yoo hye jung was park sok wooâ€™s childhood friend and she realized that she was in love with him and he had similar feeling for her too when the misunderstanding between park sok woo and ly thi vu got clarified and all truth were out in the open his mother who thought ly thi vu was going to be her first sonâ€™s wife and liked her didnâ€™t think she was good enough for her second son as he was a doctor ly thi vu was hurt and returned to hanoi later the mother came to realize her folly and relented park eun woo didnâ€™t want to give up ly thi vu and so he went back to work in hanoi and search for her
1334,1334,An-nyoung Peu-ran-che-seu-ka / Hello Franceska,"['Comedy', 'Horror']",MBC,title ì•ˆë…• í”„ëž€ì²´ìš¤ì¹´  annyoung peurancheseuka  hello franceska chinese title  ä½ å¥½ï¼å¼—å…°è¥¿æ–¯å¡ genre comedy horror broadcast network mbc episodes season 12  29 broadcast period season 12  20050124 to 20050801 episodes season 3  23 broadcast period season 3  20050905 to 20060227 air time sunday 1105 pmseason 12synopsisromania 2005 one of the last vampire families on earth decides to disguise themselves and live among humans until â€œthe glory of their empireâ€ revives they are sent to different places all over the world that are considered safe by their leaderhowever a group of vampires takes the wrong ship and happens to come to korea on board they run into a timid and unlucky man dooil one of the vampires bites him by mistake and he becomes one of them they promise dooil that they will return him into a human on the day when their leader comes to find them he doesnâ€™t have any other choice but to live with them they are disguised as a family of five and start new lives in seoul can they really go back to their country safely when their leader comes to find themwhile watching the vampires who disguise themselves as a human family the viewers will witness both their human sides and the humansâ€™ inhuman sides can seoul be a safe place for themcastshim hye jin as franceska lee doo il as doo il jung ryu won as elizabeth lee kyun as kyun park seul gi as sophia park hee jin as park yeo sa shin hae chul ì‹ í•´ì²  as andre daegyojoo ì•ˆë“œë ˆ ëœ€êµì£¼guestsdaniel henney lee eon jeong production creditsdirector no do chul ë…¸ë„ì²  asst director hwang gyo jin í™©êµì§„ kang kung ê°• ê¶ writer shin jung guseason 3castshim hye jin as franceska kim soo mi as isabella kang doo as daniel hyun young as diana park seul gi as sophia lee in sung as in sung kim chang ryul as carlosguestschoi kyu hwan production creditsdirector jo hee jin ì¡°í¬ì§„ cinematography sung soon dong ì„±ìˆœë™ asst director hwang gyo jin í™©êµì§„ writer ëœ€ë³¸ kim hyun hee ê¹€í˜„í¬ writer êµ¬ì„± í•œì„¤í¬  ê¹€ê¸°í˜¸  ì‹ í˜¸ë¯¼  ê³ ë‚¨ì •  ì†¡ì§€ì€official site season 12official site season 3share thisclick to share on facebook opens in new windowclick to share on twitter opens in new window
1335,1335,Geon-bbang-seon-saeng-kwa Byeol-sa-tang / Hello My Teacher,"['Drama', 'School', 'Romance']",SBS,na bori gong hyo jin is a 25 year old woman who desperately wants to be a teacher at the high school she was kicked out of due misunderstanding with her teachers over injuring a group of male classmates after getting her ged she rejects job offers from other high schools and works on becoming a teacher at her old high school so she could work side by side with her high school love interest the art teacher ji hyun woo kim da hyun however the only thing that enables her to get the coveted job is by signing a contract to essentially babysit park tae in gong yoo a troublemaker who attends the same high school tae in a lonely youth quickly becomes the â€œjjangâ€ or â€œkingâ€ of the high school and enjoys playing mean tricks on bori whose easygoing personality attracts the majority of her students noh jemma choi yeo jin is jealous of the relationship between bori and tae in and goes out of her way to get bori kicked out but sheâ€™s not the only one against themâ€¦
1336,1336,Hong Kong Express,['NaN'],SBS,title í™ì½© ìµìš¤í”„ë ˆìš¤  hong kong express chinese title  é¦™æ¸¯ç‰¹æ€¥  æ‚²ä¼¤è¾ƒé‡ episodes 16 broadcast network sbs broadcast period 2005feb16 to 2005apr07 air time wednesday amp thursday 955 pm
1337,1337,Maen-bal-eui Cheong-choon / The Youth in Bare Foot,"['Romance', 'Drama']",MBC,
1338,1338,Geu-nyeo-ga Dol-ah-wat-da / Ice Girl,['NaN'],KBS2,before the marriage to fiance a young lady kim suddenly suffered a heart attack she was moved to her fatherâ€™s hospital but her father dr kim was not able to save her so he took her body and froze her until he could find a way to save herand 25 years later in 2005 she is revided but she cannot remember her fianceâ€¦ and she falls in love with his sonâ€¦
1339,1339,Byeon-ho-sa-deul / Lawyers,"['Romance', 'Thriller']",MBC,sukki kim sung soo and suh jungho kim sang kyung are colleagues within a lawfirm besides being colleagues they are bitter rivals hayoung han go eun is a secretary in the lawfirm who develops a relationship with sukki this drama tells the story of the ambition and relationships that circle in the lawfirm
1340,1340,Hae Byun Eh Ro Gayo / Letâ€™s Go to the Beach,"['Drama', 'Romance', 'Comedy']",SBS,nan
1341,1341,Sa-rang Chan-ga / Love Hymn,['NaN'],MBC,this is a story of the love and success of soon jin who is poor but always optimistic about her life soon jinâ€™s story will remind the viewers that true happiness depends on oneâ€™s mindset it also shows us the great power of love combining the good qualities of both italian and korean dishes a character finds success in the restaurant business and even expands the business abroad through soon jinâ€™s family the drama also emphasizes the importance of family in our lives unlike a typical cinderella story the viewer will witness soon jin using her every effort to become the best
1342,1342,Loveholic,['NaN'],KBS2,itâ€™s a love story between the disobedient student kangwook and his teacher yoolju set in a high school in chuncheonbefore meeting kangwook yoolju has been dating taehyeon a public prosecutor but over time yoolju and kangwook fall deeply in love with each other despite social prejudices the age gap and the teacherstudent relation one day yoolju accidentally kills kangwookâ€™s classmate who intentionally harasses kangwook but due to narcolepsy yoolju doesnâ€™t remember what has happened as she falls asleep during the incident to protect her kangwook goes to jail in place of yooljufive years later when kangwook is released from prison he meets with yoolju again but yoolju is engaged to taehyeon learning what sacrifice he has made for her yoolju wants to return to kangwook but this time kangwook is not alone â€” jakyung his former classmate and currently a radio program host is beside him the circumstances hamper yoolju from loving kangwook but she is desperate to help him recover the lost five years and become a topnotch cook
1343,1343,Peurahaui Yeonin / Lovers in Prague,['NaN'],SBS,the presidentâ€™s daughter yoon jaehee jun doyeon is a korean diplomat in prague she has only recently recovered from a devastating break up five years earlier with ji youngwoo kim minjoon the son of a prominent korean businessman choi sanghyun kim joohyuk is a detective who goes to prague searching for his exgirlfriend hyejoo yoon seah hyejoo broke up with sanghyun over the phone from prague and sanghyun can not accept itsanghyun meets jaehee in prague and misunderstandings abound eventually the two help each other and become friends when they return to korea love blossoms but their respective exâ€™s and very different social status put it to the test
1344,1344,Marrying a Millionaire,"['Drama', 'Romance']",SBS,want to marry a millionaire add one â€˜average joeâ€™ be one of eight women selected and money from the television network station and you canhan eunyoung works as a clerk at a bank trying to pay off the debts her stepmother and sister have piled on her kim younghoon is your regular â€˜average joeâ€™ worker he provides for his father his older brother and his wife as well as his younger brother one day pd yoo jinha is asked to take over the project â€œmarry a millionaireâ€ reluctantly he agrees to handle the project his search begins for the perfect man to play the â€˜millionaireâ€™ his goal is to use a man who is an average worker but can pull off the facade of a millionaire kim younghoon is that man although he works hard for a living there are many who can easily mistake him for a rich guy by chance eunyoung is selected to be a particpant in the tv show although the women are not supposed to know that this millionaire of theirâ€™s is just a regular worker eunyoung knows his true identity how simple younghoon was her first love after many years they meet up again at a party although she didnâ€™t recognize him at first she realized it was the young boy she had fallen in love with back in middle school although she says she made a mistake in liking him being in the show with him is bringing up warm feelings once againmarrying a millionaire is based on the us reality television show joe millionaire
1345,1345,My Girl,"['Romance', 'Comedy']",SBS,when gong chan lee dong wook meets the lively and beautiful yoo rin lee da hae he finds out that she has connections to his missing cousin whom his grandfather has been searching for he asks yoo rin to lie about being his long missing cousin until he can find his real cousin she says yes but soon their feelings for each other get in the way of their plans gong chanâ€™s friend jung woo lee joon ki falls for yoo rin while gong chanâ€™s exgirlfriend seo hyun park si yeon a pro tennis player tries to win him back will the two ever tell each other how they feel will gong chan ever find his real cousin
1346,1346,Nae I-reum-eun Kim Sam-soon / My Name is Kim Sam Soon,"['Romance', 'Comedy']",MBC,kim sam soon kim sun ah is a baker who has a talent in making pastries and cakes on christmas eve she caught her boyfriend min hyun woo lee kyu han cheating on her and breaks up on the same night on that same night she accidentally went into the menâ€™s restroom and met hyun jin hun hyun bin a somewhat callous fellow but sometimes considerate guy by sheer coincidence jin hun needs a baker for his restaurant bon appetit and sam soon is unemployed sam soon is hired as the restaurantâ€™s chief baker and the two fights like cat and dog nevertheless they started to have feeling for each other and sam soon agreed to post as jin hunâ€™s girlfriend so his mother would leave him alone things got complicated when jin hunâ€™s exgirlfriend yoo hee jin came back from the states intending to win him back
1347,1347,Eo-yeo-ppeun Dang-sin / My Sweetheart My Darling,['NaN'],,this drama portrays the various ways of loving of seven guys and girls through a story that revolves around a man and a woman who used to be elementary school classmates in young lee bo young accidentally runs into her elementary school classmate ki jun kim seung soo after so many years and the two tie the knot despite their parentsâ€™ protests but after failing to get pregnant even after three years of marriage in young faces a divorce the situation escalates when jae min an executive of a publishing company and a widower shows interest in in young and a girl named hee joo who has had a crush on ki jun since childhood shows up while in young and ki jun attempt to make their new relationships work inyoung becomes pregnant out of the blue as she continues to see ki jun even after the divorce to make things worse in youngâ€™s younger brother in cheol gets embroiled in a love triangle involving his sisterâ€™s friend sun mi and the girl named mi jung whom he dated while serving in the army
1348,1348,Hwansaeng â€“ Nekseuteu / Next,"['Drama', 'Romance', 'History']",MBC,kang jung hwa jang shin young is a promising young stage actress who has a chance encounter on the subway with dr min ki beom ryu soo young a brilliant young neurosurgeon soon after she collapses for reasons no one can explain this event starts a cascade of memories of past experiences from previous lives jung hwa then undergoes treatment by hypnosis for insomnia with psychologist dr lee soo hyeon park ye jin at the suggestion of fellow actor and boyfriend min ki soo lee jong soo unexplained also is the powerful attraction between jung hwa and ki beom things are further complicated for them all by the fact that ki soo is dr minâ€™s brother and dr lee is dr minâ€™s fiancee jung hwa chooses to delve into her past life memories and discovers that all four herself soo hyeon ki beom and ki soo have lived past lives of intertwined fates she searches for the answer to why these four are reborn over and over only to find each other again and continue the cycle of misfortune
1349,1349,Only You,['NaN'],SBS,eun jae han chae young was a stubborn and headstrong girl who had a passion for cooking she did not have any interest in going to college and with the help of her hig school friend jung hyun sung lee chun heeran away to italy to enroll in a cooking school jung hyun sung who loved her dearly went along with herhan yijoon jo hyun jae came from a wealthy family he travelled to italy looking for his mother and there he ran into eun jae who had also been seeking the same person to learn the secrets to making great pasta she comforted yijoon who was distraught over his motherâ€™s remarrying and they ended up making love yi joon left eun jae the next morning over some misunderstanding eun jae became pregnant and had no choice but to give up her dream and to return to korea6 years later eun jae was working in low paying restaurant jobs yijoon atarted to take over the operations of his familyâ€™s business and hyun sung was working as a chef for one of the restarurants owned by yijoon and managed by ji soo yeon hong soo hyun hyun sung was good with eun jaeâ€™s son and he was helping out eun jaeâ€™s whole family financially as they had fallen on hard times yijoon found out that he still had feelings for eun jae as they ran into each other when he was looking for a new chef for his restaurant the dramatic tension unfolds as the four main characters worked out their feelings for each other
1350,1350,Our Attitude to Prepare Parting,['NaN'],MBC,han jae min a budding photographer is in love with seo hee won as an elle reporter she spends most of her time at lee seo junâ€™s photography studio conan jae min starts dating the perpetual exam taker kim geun young whose brother works at conan to get a job there naive girl that she is geun young falls right into his plotjae minâ€™s schemes are successfull and then he trieds to break things off with geun young the girlfriend he never wanted geun young however wants revenge for being used and isnâ€™t ready to let him go she makes him sign a breakup contract he must stay and help her get over him until sheâ€™s ready to let him go as geun young lets him go little by little jae min falls for her little by little unfortunately for jae min lee seo jun also falls for geun young and isnâ€™t afraid to show it
1351,1351,Lu-lu Kong-joo / Princess Lulu,"['Romance', 'Comedy', 'Drama']",SBS,does a love story only exist in taleswill the real prince and snow white live a happy life described in the talethe richborn girl go heesoo kim jung eun treats kim chanho kim heung soo like her birth younger brother with the playboy kang woojin jung joon ho who plays triangle relations part with the two you will see the endless climaxes and love storiesgo heesoo is the granddaughter of the president of the biggest group ks in korea raised by her grandfather she is charming and elegant however she feels regret that she has lost her birth mom who passed away in a plane accident with chanhoâ€™s parents one day she meets woojin who has just cames back after study from uk she is attracted by the carefree kang woojin as he shows her a world she never know but chanho a very good friend of kang woojin grews up with heesoo and never regard her as elder sister this triangle relationship make the three people in endless complex love problem
1352,1352,Bu-hwal / Resurrection,"['Drama', 'Thriller']",KBS2,yu ganghyuk was only 7 years old when his father was murdered in a car â€œaccidentâ€ and separated from his identical twin yu shinhyuk he forgot his name and family and given the name suh haeun by his adopted father suh jaesoo he falls in love with his adopted sister eunha and tried to be very honorable about it he was led to become a cop because of his fatherâ€™s badge while investigating an alleged case of suicide he eventually learns of his twin brother against the warnings of his peers haeun becomes more and more involved in this suspicious case as a part of a larger scheme haeun is targeted for a hit by unknown individuals and when haeun and shinhyuk finally meet for the first time after twenty years the murderers kill shinhyuk accidentally mistaken him for haeun as a result haeun vows to get revenge by giving his enemies psychological torture and takes on his brotherâ€™s persona as an undercover cop and that is where the drama beginsâ€¦ this is a wonderful detective drama with a psychological twist
1353,1353,Sad Goodbye,['NaN'],KBS2,this is a story about the unconditional and allforgiving love of four brothers who after years of fighting and hatred pull together and reconcile to revive their fatherâ€™s business the four brothers each representing different generations symbolize ordinary people living in todayâ€™s world han sungjae the softhearted but incapable oldest brother in his 50s who shoulders the heavy burden of being the head of the family han sangkyu the accomplished but selfish second brother in his 40s who only thinks of getting rid of his family responsibilities han sungmin the third brother in his 30s who lost his job due to corporate restructuring and finally han jungwoo the youngest one who has just graduated from college and is yet unemployedthe lives of these four siblings represent the hardships of the unemployed of various generations this series also asks the question about the genuine meaning of marriage by showing how married couples of various age groups work on their relationships to avert divorce
1354,1354,Seul-peun Yeon-ga / Sad Love Song,"['Drama', 'Romance']",MBC,sad sonata is a love story about two men and one woman the young joonyoung kwon sang woo who was raised by his mother who sold liquor to american soldiers met the blind haein kim hee sun and they became childhood sweethearts then haein immigrated to the us following her aunt and her uncleamerican soldier that married her aunt there she met gunwoo yeon jung hoon who was joonyoungâ€™s best friend and son of a very rich man after she received a letter from hwajung saying that joonyoung is dead she accepted gunwooâ€™s love after an operation haein was able to see again  the story picks up again when composer joonyoung singer haein and music producer gunwoo all meet again
1355,1355,Bimil Namnyeo / The Secret Lovers,['NaN'],MBC,seo young ji han ji hye was from a poor upbringing and worked as hard as she could to better herself she went to see a plastic surgeon hoping that by changing her appearance she would have a better future the surgeon a beautfiul young woman called jeong ah mi song seon mi asked syj for a favor jam had been set up on a blind date with kim jun woo kim suk hoon but she really had no interest in going so she asked syj to go under false pretense syj agreed to help out with the intention to turn the guy off but the blind date was a hit and the two started datingadd to the equation choi do kyeong kwon oh joong a poor but ambitious social climber who would do anything to marry rich he rejected syj as she was poor and did his best to go after jamsecret lovers is the latest kdrama from mbc which addresses the most important questions of all â€“ is love reason enough to marry someone or should you be looking for an equal in both social status and knowledge
1356,1356,Single Again,['Comedy&amp;Romance'],SBS,about life after divorce for korean women
1357,1357,Bom-nal / Spring Days,['NaN'],SBS,nan
1358,1358,Shin-ip Sa-won / Super Rookie,['NaN'],MBC,super rookie ì‹ ìž…ì‚¬ì› rookie employee is an intelligent comedy which gives hope and courage to young people going through difficult timesit is a story of a young man kang ho who gets a job in a prestigious company due to a computer error he doesnâ€™t have a great family or educational background and is regarded as a slacker in the traditional terms worst yet he seems to spend his life devoted to reading comic books playing cards kick boxing and the like however he is spirited street smart athletic loyal and charismatic â€“ especially with the ladies the drama reveals how he gets his new job his worklife and the love and passions in his life in a very interesting way he never gets discouraged despite all of lifeâ€™s difficulties kang hoâ€™s high spirits and miokâ€™s efforts to improve her life give todayâ€™s younger generation a chance to look at their own lives and ponder whatâ€™s truly valuable
1359,1359,Talcoman Supai / Sweet Spy,['PoliceComedy'],MBC,nam sangmi plays widowed police officer lee sunae who finds herself suddenly immersed into international espionage by han yooil dennis oh an undercover agent lee joohyun plays kangjun whoâ€™s recently transferred to the criminal investigation department he opens an old case involving sunaeâ€™s past that leads him to an entanglement between the current politicaleconomic powers and their secrets one of them oddly enough being han yooil who is this man why is he here
1360,1360,Geu Yeo-reum-ei Tae-poong / That Summer Typhoon,['NaN'],SBS,in 1992 kang soomin and family moved from seoul to the rural area due to her motherâ€™s health condition 10 years later she met her dadâ€™s sister kang jung ok for the first time soomin found out that her auntie was once a famous actress but she had been drawn into a big scandal with another younger actress called jung miryung that was 20 years ago now as soomin has grown up she moved to seoul together with her passion to become an actress there she met han eunbi who is the daughter of her auntâ€™s enemy both strive to become actresses eunbi rises in the entertainment industry with help from her mother however sumin has to give her all to get to the top as they begin to compete with each other will they repeat the story of the last generation
1361,1361,Seip Keullobeo / Three Leaf Clover,"['Drama', 'Romance']",SBS,gina hyo ri is a welder in a steel mill with a felony wrap behind her with her tag as an exfelon she struggles to maintain any semblance of average normal life of an everyday civilian this is a story about her trials and tribulations and how she deals with the obstacles that are thrown at her all the while maintaining a chaotic relationship with her rebellious boyfriend
1362,1362,Ha-neul-i-si-yeo / Dear Heaven,"['Drama', 'Romance']",SBS,ji young sun han hye sook when she was very young gave away her daughter lee ja kyung yoon jung hee after giving birth she later remarries and creates a new family but soon after her husband dies leaving her behind with her stepson gu wang mo lee tae gon and daughter gu seul ah lee soo kyunglee ja kyung now grown after being orphaned once again as a child by the passing of her foster parents lives a life of loneliness and lack of love her birth mother young sun comes to find her but in order to keep her daughter ja kyung by her side tries to match her up with her stepson
1363,1363,Wedding,"['Drama', 'Romance', 'Comedy']",KBS2,lee sena is the only daughter from a wealthy background because of her pampered upbringing she believes that she can get anything she wants if she sets her heart to it she meets han seungwoo a selfmade diplomat who is notsosecretly in love with his childhood friend yoonsu currently in japan with her fiance seungwooâ€™s colleague jinhui sena instantly falls in love with seungwoo who asks her what she thinks the meaning of marriage is in their subsequent marriage their values are questioned as senaâ€™s complete trust in seungwoo shatters with the realization of yoonsuâ€™s and seungwooâ€™s relationship and seungwooâ€™s happiness in marriage shatters with senaâ€™s deepening mistrust and her own relationship with jinhui
1364,1364,Wonderful Life,"['Drama', 'comedy', 'romance', 'family']",MBC,han seung wan and jung se jin bumps into each other at the airport and accidentally take each otherâ€™s passports they meet again and seung wan and se jin end up spending the day together both having to deal with love complications they end up drunk and having a one night stand back in korea se jin discovers she is pregnant and leaves to have the baby alone a year later se jinâ€™s clueless sister ends up spilling the secret to seungwan at his engagement party showing up with his baby daughter seungwan and se jin are then forced to marry by their respective families complicated love takes place between do hyun se jin chae young and seungwan the rest of the story revolves around the familyâ€™s journey in learning to take responsibility and learning to love each other
1365,1365,Yeong-woong-si-dae / The Age of Heroes,"['Drama', 'History']",MBC,the story is centered on the rise and fall of two major industrialists in south korea during the second half of the 20th century depicting the life and times of the founders of hyundai and samsung groups
1366,1366,Sa-wol-ui Ki-seu / April Kiss,['Melodrama'],KBS2,caiyuan was graduated from a fine arts college and she teaches grade 3 students of senior high school in a cramming class when working she looks like a boy but sheâ€™s fresh and charming she misses her beautiful puppy she fell in love with zhengyou when they were in high school but mow she has a boyfriend called jiang zishuo jiang zishuo comes from a poor family but heâ€™s young and very smart heâ€™s a high ranking manager with a promising company caiyuan thinks zaishuoâ€™s could be a reliable person for her whole life one day zhengyou appears in front of her and their love rekindale and caiyuan wondersif the love that she had with zhengyou was meant to be so their love story goes on to the point were they figure out which is real
1367,1367,Pool Ha-woo-seu / Full House,"['Romance', 'Comedy']",KBS2,han ji eun is a naive writer who got swindled out of everything she owned including her house by her best friends stranded in china she managed to borrow money from an actor lee young jae to return to korea on her return she found out that her house was bought by lee young jae in an attempt to get her possessions back she entered in a contract marriage with young jae for one year in spite of losing all ji eun manages to be cheerful and takes things in strike and the business relationship between the two becomes personal as they start to rely and care for each other based on a popular manhwa of the same title
1368,1368,Han River Ballad,"['Romance', 'familylife']",MBC,mbc tvâ€™s weekend drama â€œsong of the han riverâ€ is a story of life and love involving a vibrant middleaged woman her two daughters a niece a nephew and a cast of other characters surrounding them the woman named kim younghee go doo shim is a widow who sells fish to support her family through their often turbulent lives we are able to experience the difficulties of a not uncommon family and the persistence of the love its members have for one another â€œsong of the han riverâ€ is a warm but enervating story of ordinary people dealing with the normal difficulties of lifeto bring about a sort of renaissance in mbcâ€™s weekend drama offerings â€œsong of the han riverâ€ ambitiously reunited the team of kim jeongsu and choi jongsu from the popular mbc drama â€œyou and iâ€ for the first time in 6 years planning and preparations for this new presentation were undertaken from may 2004 and the target audience ranged from those in their early 30s to those in their 50sdirector choi jongsu revealed that his intention was to create a drama dealing with a variety of characters â€œsong of the han riverâ€ also portrayed the linkage between the past and present by making use of the han river as a central theme throughout its entire length this drama portrayed a range of korean emotions and sentiment and particular care was taken in casting so as to attract young viewers in addition to the targeted middleage group the title comes from the eponymous theme song â€œsong of the han riverâ€ originally a folk song that has been recut with an upbeat modern feel by the group the bubble sisters work was done to connect the mood of the songâ€™s original version with the dramaâ€™s overall feel
1369,1369,Aillaendeu / Ireland,['NaN'],MBC,a westernized irish adoptee joongah inevitably flies back to korea to confront her past and to see the country she is really from only to fall in love with her brother jaebok their love is painful as they are never meant to be together as lovers but merely as brother and sister the showâ€™s message is that there is no such thing as noble innocent love and that love is adversity itself therefore love mustnâ€™t be impeded by socalled â€œdestinyâ€ or family no matter how ironic or difficult the case may seem although destiny is cruel and arduous the two young lovers radiate pure happiness the show describes how love survives the tragic bondage of family destiny and romance
1370,1370,War of the Roses,"['Romance', 'Drama']",MBC,a daily drama about the crises in the life of a middleaged couple lee hae joo is a dedicated homemaker who has already forgotten her dreams and selfvalue after years of marriage to her salaryman husband park dae sung everything from his character tastes habits and outlook on life clashes with hers and she regrets not noticing this sooner if dae sungâ€™s apathetic attitude laziness and general disinterest wasnâ€™t unbearable enough he is also having an affair with his coworker bae yoo mi
1371,1371,Wang-kkot Seon-nyeo-nim / Lotus Flower Fairy,['Romance'],MBC,this drama talks about what â€˜fateâ€™ is and twists and turns of life and the beauty of love and sacrifice through those who strive to overcome that â€˜fateâ€™cho won brought up in a not so well off but lovely family meek and amiable is engaged after a quite short period of dating to jung soo the son of hang ja joo who has just returned to korea after studying abroad thanks to the two familiesâ€™ intimate relationship slowly shamanic spirit approaches cho won who as a beautiful and talented graduate student is awaiting a rosy future of marriage life with a smart bridegroom from a rich family
1372,1372,Iâ€™m From Chosun,['Romanticcomedy'],MBC,nan
1373,1373,ove is All Around,['NaN'],MBC,nan
